name,id,align,eye,hair,gender,gsm,alive,appearances,first_appear,publisher
Edith Barton (Earth-616),Public,Neutral,NA,Blond Hair,Female,NA,Living Characters,2,NA,marvel
Eugene Judd (Revenant) (Earth-616),Secret,Bad,Brown Eyes,Black Hair,Male,NA,Deceased Characters,2,NA,marvel
Fiona (Inhuman) (Earth-616),Secret,Good,Blue Eyes,NA,Female,NA,Living Characters,2,NA,marvel
Flynn (Inhuman) (Earth-616),Secret,Good,Red Eyes,Black Hair,Male,NA,Living Characters,2,NA,marvel
Flynt Ward (Earth-616),Public,Bad,Blue Eyes,Blond Hair,Male,NA,Living Characters,2,NA,marvel
Gavrel Achter (Earth-616),Secret,Bad,Red Eyes,Bald,Male,NA,Deceased Characters,2,NA,marvel
Gron (Earth-616),Secret,Good,Blue Eyes,Bald,Male,NA,Living Characters,2,NA,marvel
Harold Barton (Earth-616),Public,Neutral,NA,NA,Male,NA,Living Characters,2,NA,marvel
Heavy (Earth-616),Secret,Neutral,NA,Brown Hair,Male,NA,Living Characters,2,NA,marvel
Jason Quantrell (Earth-616),Public,Bad,Blue Eyes,Brown Hair,Male,NA,Living Characters,2,NA,marvel
Jinin (Earth-616),Secret,Good,White Eyes,Purple Hair,Female,NA,Living Characters,2,NA,marvel
Joanie (LMD) (Earth-616),No Dual,Bad,NA,Auburn Hair,Female,NA,Living Characters,2,NA,marvel
Kaldera (Earth-616),Public,Bad,NA,Brown Hair,Female,NA,Living Characters,2,NA,marvel
Kenneth Driscoll (Earth-616),Public,Bad,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,2,NA,marvel
Kevin Brashear (Earth-616),No Dual,Neutral,Brown Eyes,Black Hair,Male,NA,Living Characters,2,NA,marvel
Kilgore Sentinel (Earth-616),Secret,Good,Yellow Eyes,NA,NA,NA,Living Characters,2,NA,marvel
Krakoas (Hellfire Academy) (Earth-616),NA,Bad,Red Eyes,No Hair,NA,NA,Deceased Characters,2,NA,marvel
Le Necrogateur (Earth-616),Secret,Good,Red Eyes,Bald,Male,NA,Living Characters,2,NA,marvel
Leviathan (Whalesong) (Earth-616),Secret,Good,Black Eyes,No Hair,NA,NA,Living Characters,2,NA,marvel
Marci Camp (Earth-616),Secret,Bad,Blue Eyes,NA,Female,NA,Living Characters,2,NA,marvel
Mauler (Hobgoblin) (Earth-616),Secret,Bad,NA,NA,Male,NA,Living Characters,2,NA,marvel
Max Brashear (Earth-616),Secret,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,2,NA,marvel
Michael D. Allred (Earth-616),Public,Neutral,NA,NA,Male,NA,Living Characters,2,NA,marvel
Nessa (Earth-616),Secret,Neutral,Black Eyes,Black Hair,Female,NA,Living Characters,2,NA,marvel
Ororo Munroe (Revenant) (Earth-616),Secret,Bad,Blue Eyes,Black Hair,Female,NA,Deceased Characters,2,NA,marvel
Orville (Earth-616),No Dual,Neutral,Brown Eyes,Bald,Male,NA,Living Characters,2,NA,marvel
Protozoan Porter (Legion Personality) (Earth-616),Secret,Neutral,NA,No Hair,NA,NA,Living Characters,2,NA,marvel
Reflex (Hand ninja) (Earth-616),Secret,Neutral,White Eyes,NA,Male,NA,Living Characters,2,NA,marvel
Ryan Trent (Earth-616),Secret,Bad,Blue Eyes,Brown Hair,Male,NA,Living Characters,2,NA,marvel
Saint (Boris) (Earth-616),Secret,Bad,NA,NA,Male,NA,Living Characters,2,NA,marvel
Samuel (Down Acres) (Earth-616),No Dual,Neutral,White Eyes,NA,Male,NA,Living Characters,2,NA,marvel
Sarah Garza (Earth-616),No Dual,Good,Black Eyes,Brown Hair,Female,NA,Living Characters,2,NA,marvel
Scott Dakei (Earth-616),No Dual,Bad,Blue Eyes,Brown Hair,Male,NA,Living Characters,2,NA,marvel
Skull (Gleb) (Earth-616),Secret,Bad,NA,NA,Male,NA,Living Characters,2,NA,marvel
Slasher (ex-S.H.I.E.L.D. agent) (Earth-616),Secret,Bad,NA,NA,Male,NA,Deceased Characters,2,NA,marvel
Smedley Kornfeld (Earth-616),Secret,Neutral,Blue Eyes,Bald,Male,NA,Deceased Characters,2,NA,marvel
Snaggi (Earth-616),No Dual,Bad,Yellow Eyes,Black Hair,Female,NA,Living Characters,2,NA,marvel
Sneedge (Earth-616),No Dual,Good,Pink Eyes,Bald,Male,NA,Living Characters,2,NA,marvel
Stella Webb (Earth-616),No Dual,Bad,Blue Eyes,Brown Hair,Female,NA,Deceased Characters,2,NA,marvel
Sunfire (North Korean Mutate) (Earth-616),Secret,Neutral,NA,NA,Male,NA,Deceased Characters,2,NA,marvel
Sylvia Prell (Earth-616),NA,Neutral,NA,Brown Hair,Female,NA,Living Characters,2,NA,marvel
Theodore Goodrich (Earth-616),No Dual,Bad,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,2,NA,marvel
Travis (A.I.M.) (Earth-616),Secret,Bad,NA,NA,Male,NA,Living Characters,2,NA,marvel
Whalesong (Earth-616),Secret,Good,NA,Black Hair,Female,NA,Living Characters,2,NA,marvel
White Man (Earth-616),Secret,Bad,Blue Eyes,Blond Hair,Male,NA,Living Characters,2,NA,marvel
Xian Zheng (Earth-616),No Dual,Good,Black Eyes,Black Hair,Male,NA,Living Characters,2,NA,marvel
Bardak (Earth-616),No Dual,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Dec-39,marvel
Bends (Masked Raider) (Earth-616),No Dual,Bad,NA,NA,Male,NA,Deceased Characters,1,Oct-39,marvel
Blackie Ross (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Living Characters,1,Dec-39,marvel
Bleck (Earth-616),No Dual,Neutral,NA,NA,Male,NA,Deceased Characters,1,Oct-39,marvel
Cal Brunder (Earth-616),No Dual,Bad,NA,NA,Male,NA,Living Characters,1,Oct-39,marvel
Constance Rand (Earth-616),No Dual,Good,NA,Blond Hair,Female,NA,Deceased Characters,1,Oct-39,marvel
Dead Shot (Masked Raider) (Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Dec-39,marvel
Dr. Lang (The Big Boss) (Earth-616),Secret,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Oct-39,marvel
Dutch Hansen (Earth-616),No Dual,Bad,NA,NA,Male,NA,Deceased Characters,1,Oct-39,marvel
Ganya (Earth-616),No Dual,Neutral,NA,NA,Female,NA,Living Characters,1,Dec-39,marvel
Gus Ronson (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Oct-39,marvel
Hook Tebbs (Earth-616),No Dual,Bad,NA,Grey Hair,Male,NA,Deceased Characters,1,Dec-39,marvel
Jane Framan (Earth-616),No Dual,Good,NA,Brown Hair,Female,NA,Living Characters,1,Dec-39,marvel
John Crafton (Earth-616),No Dual,Bad,NA,NA,Male,NA,Deceased Characters,1,Oct-39,marvel
John Dillon (Earth-616),No Dual,Bad,NA,NA,Male,NA,Deceased Characters,1,Oct-39,marvel
John Roberts (Earth-616),No Dual,Good,NA,Grey Hair,Male,NA,Living Characters,1,Oct-39,marvel
Lil (Earth-616),NA,Bad,NA,Black Hair,Female,NA,Living Characters,1,Oct-39,marvel
Lola (Earth-616),No Dual,Bad,NA,Blond Hair,Female,NA,Living Characters,1,Dec-39,marvel
Lordin (Earth-616),No Dual,Neutral,NA,NA,Male,NA,Living Characters,1,Oct-39,marvel
Miguel (Masked Raider) (Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,1,Dec-39,marvel
Mike (John Crafton Gang) (Earth-616),No Dual,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Oct-39,marvel
Mike Malone (Earth-616),No Dual,Bad,NA,Bald,Male,NA,Deceased Characters,1,Oct-39,marvel
Mister Lelong (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Dec-39,marvel
Mubangi (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Oct-39,marvel
Officer Foley (Earth-616),No Dual,Good,NA,NA,Male,NA,Deceased Characters,1,Dec-39,marvel
Pinkerton (Earth-616),No Dual,Neutral,NA,Bald,Male,NA,Living Characters,1,Dec-39,marvel
Prairie City Sheriff (Masked Raider) (Earth-616),No Dual,Good,NA,Grey Hair,Male,NA,Living Characters,1,Dec-39,marvel
Red (Blackie Ross Gang) (Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Dec-39,marvel
Rowdy (Earth-616),No Dual,Bad,NA,NA,Male,NA,Deceased Characters,1,Oct-39,marvel
Shorty (Masked Raider) (Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Dec-39,marvel
Slick (Masked Raider) (Earth-616),No Dual,Bad,NA,NA,Male,NA,Living Characters,1,Oct-39,marvel
Slug (John Crafton Gang) (Earth-616),No Dual,Bad,NA,NA,Male,NA,Living Characters,1,Oct-39,marvel
Steve (Masked Raider) (Earth-616),No Dual,Good,NA,NA,Male,NA,Living Characters,1,Oct-39,marvel
Steve Enkel (Earth-616),No Dual,Bad,NA,NA,Male,NA,Deceased Characters,1,Oct-39,marvel
Sulani (Earth-616),No Dual,Neutral,NA,NA,Female,NA,Living Characters,1,Dec-39,marvel
Tex (Masked Raider) (Earth-616),NA,Bad,NA,NA,Male,NA,Deceased Characters,1,Dec-39,marvel
Tim Roberts (Earth-616),No Dual,Good,NA,NA,Male,NA,Living Characters,1,Oct-39,marvel
Tom (EMT) (Earth-616),No Dual,Neutral,NA,NA,Male,NA,Living Characters,1,Dec-39,marvel
Trigger Bolo (Earth-616),No Dual,Bad,NA,NA,Male,NA,Deceased Characters,1,Oct-39,marvel
Tupat (Earth-616),No Dual,Neutral,NA,NA,Male,NA,Living Characters,1,Dec-39,marvel
Wal-Lah (Earth-616),No Dual,Neutral,NA,NA,NA,NA,Living Characters,1,Oct-39,marvel
Zoro (Earth-616),No Dual,Neutral,NA,NA,Male,NA,Living Characters,1,Dec-39,marvel
1X (Earth-616),Public,Good,NA,Blond Hair,Male,NA,Living Characters,1,Mar-40,marvel
2X (Earth-616),Public,Good,NA,Brown Hair,Male,NA,Living Characters,1,Mar-40,marvel
3X (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Mar-40,marvel
Abwama (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jun-40,marvel
Ali Hassan (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Living Characters,1,Apr-40,marvel
Alveroz Monez (Earth-616),No Dual,Bad,NA,Bald,Male,NA,Deceased Characters,1,Feb-40,marvel
Anna Twisdon (Earth-616),No Dual,Good,NA,Blond Hair,Female,NA,Living Characters,1,Jun-40,marvel
Anson Dictor (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Living Characters,1,May-40,marvel
Aorangi (Earth-616),No Dual,Bad,NA,NA,Male,NA,Deceased Characters,1,Mar-40,marvel
Ashok Sunga (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jun-40,marvel
Baldwin Drake (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Living Characters,1,Sep-40,marvel
Balus (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jun-40,marvel
Banker Wells (Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jan-40,marvel
Ben Wallis (Earth-616),No Dual,Good,NA,NA,Male,NA,Living Characters,1,Mar-40,marvel
Betty Crane (Earth-616),No Dual,Good,NA,Black Hair,Female,NA,Living Characters,1,Nov-40,marvel
Betty Nestor (Earth-616),No Dual,Good,NA,Blond Hair,Female,NA,Living Characters,1,May-40,marvel
Bill Dunn (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Apr-40,marvel
Blackie Giles (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jun-40,marvel
Bobbie Drew (Earth-616),No Dual,Good,NA,Brown Hair,Female,NA,Living Characters,1,Jun-40,marvel
Bolo (5th Dimension) (Earth-616),No Dual,Bad,NA,Bald,Male,NA,Deceased Characters,1,Apr-40,marvel
Boss Sapro (Earth-616),Public,Bad,NA,Bald,Male,NA,Living Characters,1,May-40,marvel
Brace (Masked Raider) (Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Jan-40,marvel
Brains Borelli (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Nov-40,marvel
Bruno Varoz (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Aug-40,marvel
Butch (Angel Foe) (Earth-616),Secret,Bad,NA,Bald,Male,NA,Deceased Characters,1,Feb-40,marvel
Bwana Gambo (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Living Characters,1,Apr-40,marvel
Captain Benson (Earth-616),No Dual,Good,NA,NA,Male,NA,Living Characters,1,Jan-40,marvel
Captain Ott (Earth-616),Secret,Neutral,NA,NA,Male,NA,Living Characters,1,Jan-40,marvel
Carl Formes (Earth-4096),Public,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Jun-40,marvel
Chadak (Earth-616),NA,Good,NA,NA,Male,NA,Living Characters,1,Jul-40,marvel
Chester Orsen (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,May-40,marvel
Clip Walton (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Aug-40,marvel
Daniel Bascom (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Mar-40,marvel
Diana Lanford (Earth-616),Public,Good,NA,Black Hair,Female,NA,Living Characters,1,Aug-40,marvel
Diane Carson (Earth-616),Public,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,1,Jan-40,marvel
Doctor Narr (Earth-616),NA,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Jun-40,marvel
Drake Maluski (Earth-616),Secret,Bad,NA,Bald,Male,NA,Deceased Characters,1,Mar-40,marvel
Emil Gar (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Jun-40,marvel
Fenton (Poacher) (Earth-616),NA,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Apr-40,marvel
Frances Dork (Earth-616),NA,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jun-40,marvel
Fred Baxter (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Mar-40,marvel
Fredrich Roth (Earth-616),Public,Bad,NA,Bald,Male,NA,Deceased Characters,1,Sep-40,marvel
Gabby Harris (Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,1,Apr-40,marvel
Gale Brown (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jun-40,marvel
Galu (Earth-616),NA,Good,NA,NA,NA,NA,Living Characters,1,May-40,marvel
George Sporvan (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Apr-40,marvel
Gnorr (Earth-616),Secret,Bad,NA,NA,NA,NA,Living Characters,1,Nov-40,marvel
Goettler (Earth-616),Public,Good,NA,Brown Hair,Male,NA,Deceased Characters,1,Mar-40,marvel
Gordon Sanders (Earth-616),NA,Neutral,NA,Black Hair,Male,NA,Deceased Characters,1,Dec-40,marvel
Green Terror (3Xs Foe) (Earth-616),Secret,Bad,Green Eyes,Green Hair,Male,NA,Living Characters,1,Mar-40,marvel
Grey Gidden (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Oct-40,marvel
Grimsey (Earth-616),Public,Bad,NA,Grey Hair,Male,NA,Living Characters,1,Mar-40,marvel
Harold Schmidt (Earth-616),Public,Good,NA,White Hair,Male,NA,Living Characters,1,Sep-40,marvel
Hook (Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jul-40,marvel
Horace Vanderveer (Earth-616),Public,Bad,NA,White Hair,Male,NA,Living Characters,1,Aug-40,marvel
Jane Bradley (Earth-616),NA,Bad,NA,Blond Hair,Female,NA,Living Characters,1,Sep-40,marvel
Janet Winslow (Earth-616),Public,Good,NA,Blond Hair,Female,NA,Living Characters,1,Mar-40,marvel
Jed Sirrah (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jan-40,marvel
Joan Winters (Earth-616),Public,Good,NA,Blond Hair,Female,NA,Living Characters,1,Sep-40,marvel
Jose Abejaron (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Aug-40,marvel
Kalph Belgri (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Mar-40,marvel
Karl Barko (Earth-616),No Dual,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Apr-40,marvel
King Bolo (Earth-616),Public,Good,NA,White Hair,Male,NA,Living Characters,1,Feb-40,marvel
Kuu (Earth-616),Public,Bad,NA,NA,Male,NA,Living Characters,1,Sep-40,marvel
Lemo Douglas (Earth-616),Public,Bad,NA,Bald,Male,NA,Deceased Characters,1,Aug-40,marvel
Lester Deeks (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Feb-40,marvel
Lester Drake (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jun-40,marvel
Lily Saunders (Earth-616),No Dual,Good,NA,Blond Hair,Female,NA,Living Characters,1,Apr-40,marvel
Limpy Savoy (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Nov-40,marvel
Llhupa Sanders (Earth-616),Secret,Neutral,NA,Brown Hair,Female,NA,Deceased Characters,1,Dec-40,marvel
London Jack (Earth-616),Public,Bad,NA,NA,Male,NA,Living Characters,1,Aug-40,marvel
Louise Carson (Earth-616),Public,Good,NA,Black Hair,Female,NA,Living Characters,1,Sep-40,marvel
Mad Doctor (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Jul-40,marvel
Maizie (Earth-616),No Dual,Good,NA,Brown Hair,Female,NA,Living Characters,1,Feb-40,marvel
Mara Rice (Earth-616),Public,Good,NA,Black Hair,Female,NA,Living Characters,1,May-40,marvel
Markham Erickson (Earth-616),Public,Good,NA,White Hair,Male,NA,Living Characters,1,Nov-40,marvel
Martha Davis (Earth-616),Public,Good,NA,Brown Hair,Female,NA,Living Characters,1,Aug-40,marvel
Mary Carmody (Earth-616),Public,Good,NA,Brown Hair,Female,NA,Living Characters,1,Aug-40,marvel
Mary Edwards (Earth-616),NA,Good,NA,Blond Hair,Female,NA,Living Characters,1,Apr-40,marvel
Mister Carson (Earth-616),Public,Good,NA,White Hair,Male,NA,Deceased Characters,1,Jan-40,marvel
Mister Ritton (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jan-40,marvel
Mugno (Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Apr-40,marvel
Nara Gale (Earth-616),Public,Good,NA,Brown Hair,Female,NA,Living Characters,1,Jul-40,marvel
Nick Bruno (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jan-40,marvel
Olalla (Earth-616),Public,Good,NA,Black Hair,Female,NA,Living Characters,1,Aug-40,marvel
Otto Murdo (Earth-616),Public,Bad,NA,Bald,Male,NA,Living Characters,1,Mar-40,marvel
Pere Kauraka (Earth-616),Public,Good,NA,NA,Male,NA,Living Characters,1,Sep-40,marvel
Perrone (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jan-40,marvel
Peter Vee (Earth-616),Public,Bad,NA,Bald,Male,NA,Living Characters,1,Apr-40,marvel
Phillip Blackwood (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Mar-40,marvel
Princess Tonka (Earth-616),Public,Good,NA,Brown Hair,Female,NA,Living Characters,1,Feb-40,marvel
Rangoo (Earth-616),Public,Good,NA,NA,Male,NA,Living Characters,1,Sep-40,marvel
Ratoga (Earth-616),NA,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Aug-40,marvel
Red Corker (Earth-616),Public,Bad,NA,Red Hair,Male,NA,Deceased Characters,1,Apr-40,marvel
Red Skelton (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,May-40,marvel
Regean Lexico (Earth-616),Public,Neutral,NA,NA,Male,NA,Living Characters,1,Mar-40,marvel
Richard Gardner (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Feb-40,marvel
Rita Grey (Earth-616),Public,Good,NA,Black Hair,Female,NA,Living Characters,1,Jul-40,marvel
Roglo (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,May-40,marvel
Roudo (Earth-616),Public,Bad,NA,Bald,Male,NA,Deceased Characters,1,Feb-40,marvel
Sacred One (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jan-40,marvel
Sam Marvin (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Apr-40,marvel
Samson (Strongman) (Earth-616),Public,Bad,NA,Bald,Male,NA,Living Characters,1,Sep-40,marvel
Satokata Matsu (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Aug-40,marvel
Sator (Earth-616),NA,Good,NA,NA,NA,NA,Living Characters,1,Apr-40,marvel
Sheila Mason (Earth-616),Public,Good,NA,Black Hair,Female,NA,Living Characters,1,Nov-40,marvel
Shep Mason (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Jul-40,marvel
Simon Crane (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Nov-40,marvel
Simon Sendach (Earth-616),Public,Bad,NA,Bald,Male,NA,Deceased Characters,1,Sep-40,marvel
Spike Green (Earth-616),No Dual,Bad,NA,Brown Hair,Male,NA,Living Characters,1,May-40,marvel
Spot (Earth-616),NA,Good,NA,White Hair,Male,NA,Living Characters,1,Jan-40,marvel
Stephen Morgan (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Oct-40,marvel
Steve Hardy (Earth-616),No Dual,Neutral,NA,NA,Male,NA,Living Characters,1,Jan-40,marvel
Theo Chevalier (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Living Characters,1,Jun-40,marvel
Toro (Atlantean) (Earth-616),Public,Neutral,NA,Black Hair,Male,NA,Living Characters,1,Nov-40,marvel
Turgo (Earth-616),Secret,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Apr-40,marvel
Tuta (Earth-616),NA,Good,NA,NA,Female,NA,Living Characters,1,Jan-40,marvel
Ulan Bator (Earth-616),Public,Bad,NA,Bald,Male,NA,Deceased Characters,1,Aug-40,marvel
Voice (Drug Dealer) (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Apr-40,marvel
Willard Thomas (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Living Characters,1,Jun-40,marvel
Wing Po (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Living Characters,1,Mar-40,marvel
Zeelmo (Earth-616),Secret,Bad,NA,Bald,Male,NA,Deceased Characters,1,Aug-40,marvel
Zoor (Earth-616),No Dual,Bad,Red Eyes,No Hair,Male,NA,Living Characters,1,Jul-40,marvel
Ak (Earth-616),No Dual,Good,One Eye,NA,Male,NA,Deceased Characters,1,Mar-41,marvel
Alec Wright (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Mar-41,marvel
Anthony Coswell (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Living Characters,1,Dec-41,marvel
Ape (Challenger Foe) (Earth-616),Secret,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Dec-41,marvel
Armand Vitrioli (Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,May-41,marvel
Basil Drake (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,May-41,marvel
Benson (WWII) (Earth-616),No Dual,Bad,NA,Blond Hair,Male,NA,Deceased Characters,1,Apr-41,marvel
BlackJack (Human Torch Foe) (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Mar-41,marvel
C.J. Miller (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Jul-41,marvel
Cecilia Johnson (Earth-616),Public,Neutral,NA,Blond Hair,Female,NA,Living Characters,1,Dec-41,marvel
Chandi (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,May-41,marvel
Charles Manor (Earth-616),NA,NA,NA,NA,NA,NA,Living Characters,1,Mar-41,marvel
Charles McArthur (Earth-616),NA,Bad,NA,NA,Male,NA,Deceased Characters,1,Oct-41,marvel
Chips Brant (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Sep-41,marvel
Colonel Rand (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Dec-41,marvel
Commissioner Regan (Earth-616),NA,NA,NA,NA,NA,NA,Living Characters,1,Mar-41,marvel
Corbin (Earth-616),Public,Neutral,NA,Brown Hair,Male,NA,Living Characters,1,Dec-41,marvel
Dacio (Earth-616),Public,Bad,NA,No Hair,Male,NA,Deceased Characters,1,Dec-41,marvel
Daglio (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Dec-41,marvel
Daka (Earth-616),Public,Bad,NA,NA,Male,NA,Living Characters,1,Oct-41,marvel
Dame Kackle (Earth-616),Secret,Bad,NA,White Hair,Female,NA,Living Characters,1,Aug-41,marvel
Danny Dougherty (Earth-616),Public,Neutral,NA,NA,Male,NA,Living Characters,1,Jun-41,marvel
Doctor Grimm (Earth-616),Public,Bad,NA,Bald,Male,NA,Deceased Characters,1,Jun-41,marvel
Doctor Howard (Earth-616),Secret,Bad,Black Eyes,NA,Male,NA,Living Characters,1,Dec-41,marvel
Doctor Hyde (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Oct-41,marvel
Doctor Lorrof (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jan-41,marvel
Doctor Smart (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jun-41,marvel
Doctor Weems (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Dec-41,marvel
Don Reinman (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Living Characters,1,Dec-41,marvel
Dram (Earth-616),Public,Bad,NA,Grey Hair,Male,NA,Deceased Characters,1,Apr-41,marvel
Dum-Dum (Earth-616),NA,NA,NA,NA,NA,NA,Living Characters,1,Mar-41,marvel
Eileen Conroy (Earth-616),Public,Good,NA,Brown Hair,Female,NA,Living Characters,1,Apr-41,marvel
Emil Frank (Earth-616),Public,Good,NA,White Hair,Male,NA,Deceased Characters,1,Aug-41,marvel
Enric Zagnar (Earth-616),NA,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Nov-41,marvel
Ethan Allen (Earth-616),Public,Good,NA,NA,Male,NA,Living Characters,1,Aug-41,marvel
Fritz Sternberg (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Nov-41,marvel
Garvey Lang (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Mar-41,marvel
Gholla (Earth-616),NA,NA,NA,NA,Male,NA,Deceased Characters,1,Mar-41,marvel
Goro (Earth-616),Secret,Bad,NA,Red Hair,Male,NA,Deceased Characters,1,Jun-41,marvel
Gos Carlton (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Feb-41,marvel
Grosso (Earth-616),Public,Bad,Black Eyes,Black Hair,Male,NA,Deceased Characters,1,Oct-41,marvel
Gru (Earth-616),NA,NA,NA,NA,Male,NA,Deceased Characters,1,Mar-41,marvel
Hag (Human Torch Foe) (Earth-616),Secret,Bad,NA,Black Hair,Female,NA,Deceased Characters,1,May-41,marvel
Hawk Rivers (Earth-616),Public,Bad,NA,Bald,Male,NA,Living Characters,1,Jun-41,marvel
