state,county,expectancy,income
Missouri,Franklin County,76.505,38714
Missouri,Gasconade County,77.005,36901
Missouri,Gentry County,77.69,38352
Missouri,Greene County,77.225,38947
Missouri,Grundy County,76.985,32753
Missouri,Harrison County,77.69,34346
Missouri,Henry County,76.025,39266
Missouri,Hickory County,76.71,26392
Missouri,Holt County,78.22,36660
Missouri,Howard County,78,35119
Missouri,Howell County,75.725,31677
Missouri,Iron County,74.045,31407
Missouri,Jackson County,76.405,41545
Missouri,Jasper County,76.26,36119
Missouri,Jefferson County,76.115,37740
Missouri,Johnson County,77.805,32718
Missouri,Knox County,77.19,34827
Missouri,Laclede County,76.145,32131
Missouri,Lafayette County,77.265,36573
Missouri,Lawrence County,76.405,31401
Missouri,Lewis County,77.15,31103
Missouri,Lincoln County,76.76,35292
Missouri,Linn County,76.6,36902
Missouri,Livingston County,76.6,33976
Missouri,McDonald County,74.92,26988
Missouri,Macon County,77.19,36229
Missouri,Madison County,74.575,33217
Missouri,Maries County,78.045,33410
Missouri,Marion County,77.045,36477
Missouri,Mercer County,77.59,33003
Missouri,Miller County,76.295,30066
Missouri,Mississippi County,72.355,27708
Missouri,Moniteau County,77.135,33153
Missouri,Monroe County,78.625,38014
Missouri,Montgomery County,77.005,33031
Missouri,Morgan County,76.375,39448
Missouri,New Madrid County,72.355,30946
Missouri,Newton County,76.585,35871
Missouri,Nodaway County,78.22,28586
Missouri,Oregon County,76.055,26343
Missouri,Osage County,78.045,43583
Missouri,Ozark County,76.84,27385
Missouri,Pemiscot County,71.955,31302
Missouri,Perry County,77.195,35465
Missouri,Pettis County,77.125,35292
Missouri,Phelps County,76.705,33403
Missouri,Pike County,76.575,31168
Missouri,Platte County,79.775,51855
Missouri,Polk County,75.955,30365
Missouri,Pulaski County,76.64,39057
Missouri,Putnam County,77.59,34654
Missouri,Ralls County,78.625,35733
Missouri,Randolph County,76.395,36247
Missouri,Ray County,76.22,36947
Missouri,Reynolds County,74.045,28566
Missouri,Ripley County,73.63,28696
Missouri,St. Charles County,79.87,47082
Missouri,St. Clair County,76.71,31512
Missouri,St. Genevieve County,78.1,36385
Missouri,St. Francois County,75.275,30471
Missouri,St. Louis County,78.6,62194
Missouri,Saline County,77.195,36705
Missouri,Schuyler County,77.59,26321
Missouri,Scotland County,77.15,32468
Missouri,Scott County,74.95,36669
Missouri,Shannon County,76.055,24297
Missouri,Shelby County,77.19,37937
Missouri,Stoddard County,75.155,34654
Missouri,Stone County,78.79,33669
Missouri,Sullivan County,76.985,36670
Missouri,Taney County,78.255,32363
Missouri,Texas County,76.395,25463
Missouri,Vernon County,76.095,33129
Missouri,Warren County,78.175,35729
Missouri,Washington County,73.9,27603
Missouri,Wayne County,75.155,27410
Missouri,Webster County,76.655,31503
Missouri,Worth County,77.69,37185
Missouri,Wright County,75.69,26671
Missouri,St. Louis City,73.335,41632
Montana,Beaverhead County,78.03,42330
Montana,Big Horn County,77.35,29276
Montana,Blaine County,76.22,27000
Montana,Broadwater County,78.7,36233
Montana,Carbon County,77.35,43012
Montana,Carter County,77.97,53182
Montana,Cascade County,78.28,42053
Montana,Chouteau County,76.22,32859
Montana,Custer County,77.97,40927
Montana,Daniels County,75.525,43357
Montana,Dawson County,78.095,41234
Montana,Deer Lodge County,78.03,35857
Montana,Fallon County,78.94,46333
Montana,Fergus County,78.26,38287
Montana,Flathead County,79.05,40407
Montana,Gallatin County and Yellowstone National Park,80.435,46337
Montana,Garfield County,78.94,42703
Montana,Glacier County,76.22,32148
Montana,Golden Valley County,78.12,53667
Montana,Granite County,79.05,36181
Montana,Hill County,78.28,39061
Montana,Jefferson County,78.7,43394
Montana,Judith Basin County,78.28,52234
Montana,Lake County,77.725,32464
Montana,Lewis and Clark County,78.3,44153
Montana,Liberty County,78.28,33569
Montana,Lincoln County,77.7,32259
Montana,McCone County,78.94,54654
Montana,Madison County,76.82,46825
Montana,Meagher County,78.7,46327
Montana,Mineral County,79.045,32668
Montana,Missoula County,79.045,40803
Montana,Musselshell County,78.12,39906
Montana,Park County,80.435,44106
Montana,Petroleum County,78.055,57122
Montana,Phillips County,78.26,36095
Montana,Pondera County,76.22,39187
Montana,Powder River County,77.97,39139
Montana,Powell County,79.05,36607
Montana,Prairie County,78.94,41881
Montana,Ravalli County,79.31,37413
Montana,Richland County,78.095,59756
Montana,Roosevelt County,75.525,35358
Montana,Rosebud County,78.055,37193
Montana,Sanders County,77.7,32258
Montana,Sheridan County,75.525,51250
Montana,Silver Bow County,76.82,44355
Montana,Stillwater County,78.12,44068
Montana,Sweet Grass County,78.12,44619
Montana,Teton County,76.22,46200
Montana,Toole County,78.28,36859
Montana,Treasure County,78.055,57013
Montana,Valley County,78.94,42622
Montana,Wheatland County,78.12,38570
Montana,Wibaux County,78.94,42081
Montana,Yellowstone County,78.055,46213
Nebraska,Adams County,79.025,44381
Nebraska,Antelope County,79.67,49974
Nebraska,Arthur County,78.505,49018
Nebraska,Banner County,78.71,68652
Nebraska,Blaine County,79.53,64585
Nebraska,Boone County,78.695,58283
Nebraska,Box Butte County,79.3,41045
Nebraska,Boyd County,79.305,50673
Nebraska,Brown County,79.53,55904
Nebraska,Buffalo County,79.13,46051
Nebraska,Burt County,77.08,49086
Nebraska,Butler County,79.265,46298
Nebraska,Cass County,78.035,45775
Nebraska,Cedar County,80.755,50053
Nebraska,Chase County,79.075,46817
Nebraska,Cherry County,79.53,52841
Nebraska,Cheyenne County,78.71,52537
Nebraska,Clay County,79.155,44694
Nebraska,Colfax County,79.265,41562
Nebraska,Cuming County,80.425,74971
Nebraska,Custer County,79.53,52048
Nebraska,Dakota County,77.53,35931
Nebraska,Dawes County,79.3,33366
Nebraska,Dawson County,78.61,38590
Nebraska,Deuel County,79.075,41360
Nebraska,Dixon County,77.53,46080
Nebraska,Dodge County,78.46,41875
Nebraska,Douglas County,78.66,56212
Nebraska,Dundy County,79.075,63828
Nebraska,Fillmore County,79.155,56450
Nebraska,Franklin County,79.63,45289
Nebraska,Frontier County,78.645,52431
Nebraska,Furnas County,79.63,49294
Nebraska,Gage County,78.26,45448
Nebraska,Garden County,78.505,46254
Nebraska,Garfield County,79.18,45711
Nebraska,Gosper County,78.61,48840
Nebraska,Grant County,78.505,51003
Nebraska,Greeley County,79.18,43946
Nebraska,Hall County,78.5,38072
Nebraska,Hamilton County,80.205,49351
Nebraska,Harlan County,79.63,47994
Nebraska,Hayes County,79.075,68543
Nebraska,Hitchcock County,78.645,39677
Nebraska,Holt County,79.305,52141
Nebraska,Hooker County,78.505,49324
Nebraska,Howard County,79.18,42984
Nebraska,Jefferson County,79.155,46303
Nebraska,Johnson County,78.01,36361
Nebraska,Kearney County,79.63,108975
Nebraska,Keith County,78.505,43093
Nebraska,Keya Paha County,79.305,69831
Nebraska,Kimball County,78.71,42922
Nebraska,Knox County,79.67,46483
Nebraska,Lancaster County,80.36,44057
Nebraska,Lincoln County,79.075,47816
Nebraska,Logan County,78.505,48979
Nebraska,Loup County,79.53,61809
Nebraska,McPherson County,78.505,59379
Nebraska,Madison County,78.56,44915
Nebraska,Merrick County,78.695,49110
Nebraska,Morrill County,77.695,49947
Nebraska,Nance County,78.695,42957
Nebraska,Nemaha County,78.01,42872
Nebraska,Nuckolls County,79.025,40370
Nebraska,Otoe County,78.305,42541
Nebraska,Pawnee County,78.01,46405
Nebraska,Perkins County,79.075,50369
Nebraska,Phelps County,78.61,57981
Nebraska,Pierce County,79.67,64100
Nebraska,Platte County,79.92,45193
Nebraska,Polk County,80.205,49909
Nebraska,Red Willow County,78.645,46670
Nebraska,Richardson County,78.01,42054
Nebraska,Rock County,79.305,66970
Nebraska,Saline County,79.085,38058
Nebraska,Sarpy County,79.985,44819
Nebraska,Saunders County,78.835,46035
Nebraska,Scotts Bluff County,77.695,40984
Nebraska,Seward County,78.84,45504
Nebraska,Sheridan County,77.695,46339
Nebraska,Sherman County,79.18,40273
Nebraska,Sioux County,79.3,62599
Nebraska,Stanton County,80.425,45243
Nebraska,Thayer County,79.155,51782
Nebraska,Thomas County,79.53,64887
Nebraska,Thurston County,77.08,46990
Nebraska,Valley County,79.18,43661
Nebraska,Washington County,79.635,49835
Nebraska,Wayne County,80.755,43048
Nebraska,Webster County,79.025,47027
Nebraska,Wheeler County,79.18,125171
Nebraska,York County,79.085,48511
Nevada,Churchill County,76.785,36876
Nevada,Clark County,78.065,40652
Nevada,Douglas County,79.76,59953
Nevada,Elko County,78.06,43791
Nevada,Esmeralda County,73.915,45315
Nevada,Eureka County,77.185,37396
Nevada,Humboldt County,77.03,44198
Nevada,Lander County,77.185,52986
Nevada,Lincoln County,78.065,28563
Nevada,Lyon County,77.02,32822
Nevada,Mineral County,73.915,35345
Nevada,Nye County,73.915,34871
Nevada,Pershing County,77.03,30938
Nevada,Storey County,77.02,41027
Nevada,Washoe County,77.71,47584
Nevada,White Pine County,77.185,41645
Nevada,Carson City,76.48,43443
New Hampshire,Belknap County,78.685,55160
New Hampshire,Carroll County,80.04,53682
New Hampshire,Cheshire County,79.455,48942
New Hampshire,Coos County,77.745,41203
New Hampshire,Grafton County,80.515,56182
New Hampshire,Hillsborough County,80.195,57180
New Hampshire,Merrimack County,80.015,53213
New Hampshire,Rockingham County,80.445,64417
New Hampshire,Strafford County,78.89,45868
New Hampshire,Sullivan County,78.75,48868
New Jersey,Atlantic County,77.305,43695
New Jersey,Bergen County,82.395,75849
New Jersey,Burlington County,79.395,55227
New Jersey,Camden County,77.66,48084
New Jersey,Cape May County,77.91,53309
New Jersey,Cumberland County,76.75,36253
New Jersey,Essex County,77.88,60030
New Jersey,Gloucester County,78.235,48799
New Jersey,Hudson County,79.665,53945
New Jersey,Hunterdon County,81.37,80759
New Jersey,Mercer County,79.17,63247
New Jersey,Middlesex County,80.705,53467
New Jersey,Monmouth County,79.875,69410
New Jersey,Morris County,81.845,86582
New Jersey,Ocean County,78.985,46109
New Jersey,Passaic County,79.78,47189
New Jersey,Salem County,76.4,44304
New Jersey,Somerset County,81.975,86468
New Jersey,Sussex County,79.02,55497
New Jersey,Union County,80.08,60089
New Jersey,Warren County,79.715,50902
New Mexico,Bernalillo County,78.585,39804
New Mexico,Catron County,76.55,32542
New Mexico,Chaves County,76.075,36466
New Mexico,Cibola County,76.17,26459
New Mexico,Colfax County,78.45,37323
New Mexico,Curry County,77.245,41684
New Mexico,De Baca County,75.955,42078
New Mexico,Dona Ana County,78.635,32233
New Mexico,Eddy County,76.235,53609
New Mexico,Grant County,77.85,35824
New Mexico,Guadalupe County,75.955,30873
New Mexico,Harding County,78.45,43749
New Mexico,Hidalgo County,76.61,35759
New Mexico,Lea County,75.535,34998
New Mexico,Lincoln County,79.675,39585
New Mexico,Los Alamos County,82.34,65317
New Mexico,Luna County,76.61,29854
New Mexico,McKinley County,74.875,24640
New Mexico,Mora County,79.295,48834
New Mexico,Otero County,77.565,34058
New Mexico,Quay County,75.955,35162
New Mexico,Rio Arriba County,74.94,32254
New Mexico,Roosevelt County,76.77,36417
New Mexico,Sandoval County,79.41,37885
New Mexico,San Juan County,76.79,37777
New Mexico,San Miguel County,76.3,32461
New Mexico,Santa Fe County,80.11,50684
New Mexico,Sierra County,76.55,35786
New Mexico,Socorro County,76.555,32680
New Mexico,Taos County,79.295,34535
New Mexico,Torrance County,77.345,28753
New Mexico,Union County,78.45,32937
New Mexico,Valencia County,77.09,30733
New York,Albany County,79.435,56692
New York,Allegany County,78.705,34004
New York,Bronx County,78.09,32442
New York,Broome County,78.565,39634
New York,Cattaraugus County,76.975,37080
New York,Cayuga County,79.385,38257
New York,Chautauqua County,78.06,36454
New York,Chemung County,77.855,40149
New York,Chenango County,78.175,37980
New York,Clinton County,78.915,40253
New York,Columbia County,78.61,50741
New York,Cortland County,78.295,37265
New York,Delaware County,78.475,36177
New York,Dutchess County,79.86,48921
New York,Erie County,78.015,46786
New York,Essex County,79.23,40810
New York,Franklin County,78.36,36113
New York,Fulton County,78.395,38760
New York,Genesee County,78.375,40532
New York,Greene County,77.81,42203
New York,Hamilton County,79.23,51895
New York,Herkimer County,79.18,37163
New York,Jefferson County,77.8,43170
New York,Kings County,79.825,42743
New York,Lewis County,78.87,39857
New York,Livingston County,79.555,37955
New York,Madison County,79.51,39352
New York,Monroe County,79.65,47986
New York,Montgomery County,77.985,38872
New York,Nassau County,81.605,77762
New York,New York County,81.675,156708
New York,Niagara County,77.59,41355
New York,Oneida County,78.465,39684
New York,Onondaga County,79.34,47034
New York,Ontario County,79.36,47900
New York,Orange County,79.33,46513
New York,Orleans County,78.215,35324
New York,Oswego County,77.92,36593
New York,Otsego County,79.06,38293
New York,Putnam County,80.555,59160
New York,Queens County,81.385,42288
New York,Rensselaer County,78.205,44823
New York,Richmond County,79.43,50161
New York,Rockland County,81.515,54838
New York,St. Lawrence County,77.575,33882
New York,Saratoga County,80.515,58979
New York,Schenectady County,79.26,48206
New York,Schoharie County,79.615,35998
New York,Schuyler County,77.745,39124
New York,Seneca County,78.74,35472
New York,Steuben County,78.185,40243
New York,Suffolk County,80.14,59484
New York,Sullivan County,77.015,42053
New York,Tioga County,79.89,40033
New York,Tompkins County,80.49,41095
New York,Ulster County,79.18,44422
New York,Warren County,79.8,47429
New York,Washington County,78.765,36563
New York,Wayne County,78.705,41524
New York,Westchester County,81.94,93229
New York,Wyoming County,78.475,37941
New York,Yates County,78.785,36371
North Carolina,Alamance County,77.41,35839
North Carolina,Alexander County,76.585,33645
North Carolina,Alleghany County,77.24,32712
North Carolina,Anson County,74.25,32392
North Carolina,Ashe County,77.24,31519
North Carolina,Avery County,76.93,30958
North Carolina,Beaufort County,75.945,37773
North Carolina,Bertie County,74.455,31749
North Carolina,Bladen County,73.72,32681
North Carolina,Brunswick County,77.5,36307
North Carolina,Buncombe County,78.115,40994
North Carolina,Burke County,75.59,31458
North Carolina,Cabarrus County,77.4,39640
North Carolina,Caldwell County,75.395,31263
North Carolina,Camden County,76.44,41351
North Carolina,Carteret County,76.965,44199
North Carolina,Caswell County,76.035,31184
North Carolina,Catawba County,75.94,40265
North Carolina,Chatham County,79.765,51839
North Carolina,Cherokee County,77.185,29358
North Carolina,Chowan County,77.245,34956
North Carolina,Clay County,77.185,30242
North Carolina,Cleveland County,74.745,33712
North Carolina,Columbus County,72.65,30262
North Carolina,Craven County,77.48,40555
North Carolina,Cumberland County,75.665,37611
North Carolina,Currituck County,76.84,41035
North Carolina,Dare County,78.76,48602
North Carolina,Davidson County,76.605,35073
North Carolina,Davie County,78.375,42136
North Carolina,Duplin County,76.615,32317
North Carolina,Durham County,77.805,44507
North Carolina,Edgecombe County,74.485,32084
North Carolina,Forsyth County,77.955,43859
North Carolina,Franklin County,76.865,31852
North Carolina,Gaston County,75.015,36950
North Carolina,Gates County,76.44,33458
North Carolina,Graham County,74.625,29833
North Carolina,Granville County,76.485,33919
North Carolina,Greene County,75.785,30004
North Carolina,Guilford County,78.265,41691
North Carolina,Halifax County,74.1,32947
North Carolina,Harnett County,75.995,31129
North Carolina,Haywood County,77.72,35207
North Carolina,Henderson County,78.795,37558
North Carolina,Hertford County,74.71,29808
North Carolina,Hoke County,76.37,29382
North Carolina,Hyde County,75.175,33724
North Carolina,Iredell County,77.08,44442
North Carolina,Jackson County,77.76,32202
North Carolina,Johnston County,77.085,35533
North Carolina,Jones County,76.615,36906
North Carolina,Lee County,76.185,35655
North Carolina,Lenoir County,74.35,37442
North Carolina,Lincoln County,76.595,38774
North Carolina,McDowell County,76.81,30683
North Carolina,Macon County,78.535,34896
North Carolina,Madison County,77.33,29965
North Carolina,Martin County,74.55,33532
North Carolina,Mecklenburg County,79.2,52129
North Carolina,Mitchell County,76.025,30970
North Carolina,Montgomery County,76.955,33198
North Carolina,Moore County,78.965,43725
North Carolina,Nash County,75.65,38982
North Carolina,New Hanover County,78.97,40487
North Carolina,Northampton County,74.925,30971
North Carolina,Onslow County,77.46,43952
North Carolina,Orange County,80.185,55338
North Carolina,Pamlico County,75.945,37682
North Carolina,Pasquotank County,76.385,35550
North Carolina,Pender County,77.54,32937
North Carolina,Perquimans County,77.245,37279
North Carolina,Person County,75.53,34557
North Carolina,Pitt County,76.945,37042
North Carolina,Polk County,77.855,41477
North Carolina,Randolph County,76.5,33899
North Carolina,Richmond County,73.445,31361
North Carolina,Robeson County,73.555,27487
North Carolina,Rockingham County,75.36,33916
North Carolina,Rowan County,75.905,34348
North Carolina,Rutherford County,75.52,29142
North Carolina,Sampson County,74.63,35357
North Carolina,Scotland County,74.125,30625
North Carolina,Stanly County,76.185,34063
North Carolina,Stokes County,76.32,32811
North Carolina,Surry County,75.575,34628
North Carolina,Swain County,74.625,31971
North Carolina,Transylvania County,79.825,35487
North Carolina,Tyrrell County,75.175,30514
North Carolina,Union County,78.65,43669
North Carolina,Vance County,74.215,31792
North Carolina,Wake County,80.585,51776
North Carolina,Warren County,75.67,28220
North Carolina,Washington County,75.175,32755
North Carolina,Watauga County,79.645,33103
North Carolina,Wayne County,75.325,35801
North Carolina,Wilkes County,76.02,32449
North Carolina,Wilson County,75.615,37617
North Carolina,Yadkin County,76.63,33995
North Carolina,Yancey County,76.815,31481
North Dakota,Adams County,80.115,46205
North Dakota,Barnes County,79.295,48131
North Dakota,Benson County,79.05,31402
North Dakota,Billings County,79.725,92463
North Dakota,Bottineau County,76.8,54176
North Dakota,Bowman County,80.115,62919
North Dakota,Burke County,78.955,80133
North Dakota,Burleigh County,80.365,57171
North Dakota,Cass County,79.77,53552
North Dakota,Cavalier County,79.425,58604
North Dakota,Dickey County,80.015,55408
North Dakota,Divide County,78.955,67517
North Dakota,Dunn County,79.725,79799
North Dakota,Eddy County,79.03,40369
North Dakota,Emmons County,77.53,45828
North Dakota,Foster County,79.03,54886
North Dakota,Golden Valley County,79.725,50452
North Dakota,Grand Forks County,79.475,46129
North Dakota,Grant County,80.115,42273
North Dakota,Griggs County,79.03,47657
North Dakota,Hettinger County,80.115,46969
North Dakota,Kidder County,79.34,52029
North Dakota,LaMoure County,80.015,48454
North Dakota,Logan County,79.34,46920
North Dakota,McHenry County,76.8,50497
North Dakota,McIntosh County,79.34,45535
North Dakota,McKenzie County,79.725,71519
North Dakota,McLean County,79.655,55591
North Dakota,Mercer County,79.655,55020
North Dakota,Morton County,77.53,49539
North Dakota,Mountrail County,78.505,68781
North Dakota,Nelson County,79.03,49045
North Dakota,Oliver County,80.365,43553
North Dakota,Pembina County,79.39,50665
North Dakota,Pierce County,79.05,42238
North Dakota,Ramsey County,79.425,45547
North Dakota,Ransom County,79.295,46948
North Dakota,Renville County,76.8,51125
North Dakota,Richland County,80.54,45487
North Dakota,Rolette County,76.8,33727
North Dakota,Sargent County,80.015,53579
North Dakota,Sheridan County,79.05,28651
North Dakota,Sioux County,77.53,25546
North Dakota,Slope County,80.115,60199
North Dakota,Stark County,80.115,85677
North Dakota,Steele County,79.03,56009
North Dakota,Stutsman County,79.34,47076
North Dakota,Towner County,79.425,40421
North Dakota,Traill County,79.475,51420
North Dakota,Walsh County,79.39,46728
North Dakota,Ward County,78.505,55852
North Dakota,Wells County,79.05,48167
North Dakota,Williams County,78.955,101645
Ohio,Adams County,74.49,29507
Ohio,Allen County,77.075,37469
Ohio,Ashland County,77.735,34615
Ohio,Ashtabula County,75.89,34918
Ohio,Athens County,75.89,31613
Ohio,Auglaize County,77.965,42736
Ohio,Belmont County,76.485,37393
Ohio,Brown County,75.65,32436
Ohio,Butler County,77.58,41534
Ohio,Carroll County,77.995,35927
Ohio,Champaign County,76.645,37256
Ohio,Clark County,75.41,37183
Ohio,Clermont County,77.475,46267
Ohio,Clinton County,76.155,38947
Ohio,Columbiana County,77.145,35314
Ohio,Coshocton County,77.33,35107
Ohio,Crawford County,77.065,34675
Ohio,Cuyahoga County,77.355,48506
Ohio,Darke County,78.445,38360
Ohio,Defiance County,77.695,36128
Ohio,Delaware County,81.05,64634
Ohio,Erie County,77.48,49283
Ohio,Fairfield County,78.415,41145
Ohio,Fayette County,75.155,34591
Ohio,Franklin County,76.98,46949
Ohio,Fulton County,78.23,40414
Ohio,Gallia County,75.56,35129
Ohio,Geauga County,81.045,61323
Ohio,Greene County,79.06,44862
Ohio,Guernsey County,75.775,37121
Ohio,Hamilton County,76.905,52081
Ohio,Hancock County,78.735,48896
Ohio,Hardin County,75.965,32009
Ohio,Harrison County,75.54,36008
Ohio,Henry County,78.68,38865
Ohio,Highland County,74.96,31541
Ohio,Hocking County,76.8,33675
Ohio,Holmes County,77.605,37232
Ohio,Huron County,77.345,36453
Ohio,Jackson County,73.91,33227
Ohio,Jefferson County,74.815,35496
Ohio,Knox County,76.99,39345
Ohio,Lake County,78.515,45793
Ohio,Lawrence County,75.205,34353
Ohio,Licking County,77.56,41581
Ohio,Logan County,76.68,38540
Ohio,Lorain County,78.22,41371
Ohio,Lucas County,76.75,42075
Ohio,Madison County,76.98,36730
Ohio,Mahoning County,76.37,40192
Ohio,Marion County,76.72,32935
Ohio,Medina County,80.1,49097
Ohio,Meigs County,75.43,30029
Ohio,Mercer County,78.96,45167
Ohio,Miami County,78.3,41781
Ohio,Monroe County,78.46,30590
Ohio,Montgomery County,76.265,42223
Ohio,Morgan County,76.89,30128
Ohio,Morrow County,77.1,34181
Ohio,Muskingum County,76.015,37855
Ohio,Noble County,78.46,29300
Ohio,Ottawa County,78.835,44978
Ohio,Paulding County,77.28,36010
Ohio,Perry County,76.425,33469
Ohio,Pickaway County,76.285,36775
Ohio,Pike County,74.795,33176
Ohio,Portage County,78.27,39982
Ohio,Preble County,77.22,36288
Ohio,Putnam County,79.095,43512
Ohio,Richland County,77.13,35588
Ohio,Ross County,75.37,34061
Ohio,Sandusky County,76.715,37765
Ohio,Scioto County,73.69,32826
Ohio,Seneca County,77.95,37592
Ohio,Shelby County,78.18,41942
Ohio,Stark County,78.03,41072
Ohio,Summit County,77.635,46071
Ohio,Trumbull County,76.715,36831
Ohio,Tuscarawas County,78.18,39893
Ohio,Union County,78.21,46143
Ohio,Van Wert County,78.51,36556
Ohio,Vinton County,75.43,30478
Ohio,Warren County,79.095,51553
Ohio,Washington County,77.46,38548
Ohio,Wayne County,78.13,38489
Ohio,Williams County,78.41,38167
Ohio,Wood County,79.01,42679
Ohio,Wyandot County,78.305,38988
Oklahoma,Adair County,74.53,27161
Oklahoma,Alfalfa County,77.52,48046
Oklahoma,Atoka County,74.71,30372
Oklahoma,Beaver County,77.14,52751
Oklahoma,Beckham County,73.525,39940
Oklahoma,Blaine County,76.625,42540
Oklahoma,Bryan County,75.775,31039
Oklahoma,Caddo County,73.865,30931
Oklahoma,Canadian County,77.935,43573
Oklahoma,Carter County,72.925,43630
Oklahoma,Cherokee County,75.67,29127
Oklahoma,Choctaw County,74.71,31298
Oklahoma,Cimarron County,77.14,65254
Oklahoma,Cleveland County,77.905,42716
Oklahoma,Coal County,73.13,36331
Oklahoma,Comanche County,75.2,38195
Oklahoma,Cotton County,74.38,39298
Oklahoma,Craig County,74.86,34900
Oklahoma,Creek County,73.935,38096
Oklahoma,Custer County,75.425,39014
Oklahoma,Delaware County,76.74,31899
Oklahoma,Dewey County,75.425,43630
Oklahoma,Ellis County,77.14,63065
Oklahoma,Garfield County,75.295,44985
Oklahoma,Garvin County,73.17,40337
Oklahoma,Grady County,76.185,38678
Oklahoma,Grant County,77.05,50348
Oklahoma,Greer County,74.455,24508
Oklahoma,Harmon County,73.525,37510
Oklahoma,Harper County,77.14,50607
Oklahoma,Haskell County,75.9,34501
Oklahoma,Hughes County,73.66,32856
Oklahoma,Jackson County,75.465,37858
Oklahoma,Jefferson County,74.38,36208
Oklahoma,Johnston County,73.13,32082
Oklahoma,Kay County,75.13,38443
Oklahoma,Kingfisher County,76.625,46574
Oklahoma,Kiowa County,74.455,31899
Oklahoma,Latimer County,75.9,33297
Oklahoma,Le Flore County,73.41,31837
Oklahoma,Lincoln County,75.735,34985
Oklahoma,Logan County,77.46,39036
Oklahoma,Love County,76.06,36197
Oklahoma,McClain County,76.515,42507
Oklahoma,McCurtain County,72.3,30880
Oklahoma,McIntosh County,74.33,32448
Oklahoma,Major County,77.52,42611
Oklahoma,Marshall County,76.06,34055
Oklahoma,Mayes County,75.24,36035
Oklahoma,Murray County,73.17,41565
Oklahoma,Muskogee County,72.825,33990
Oklahoma,Noble County,77.05,39694
Oklahoma,Nowata County,74.86,35141
Oklahoma,Okfuskee County,73.66,28624
Oklahoma,Oklahoma County,75.665,49304
Oklahoma,Okmulgee County,73.885,31985
Oklahoma,Osage County,76.385,33397
Oklahoma,Ottawa County,73.4,34331
Oklahoma,Pawnee County,74.8,33897
Oklahoma,Payne County,77.36,36757
Oklahoma,Pittsburg County,74.065,35556
Oklahoma,Pontotoc County,73.405,40180
Oklahoma,Pottawatomie County,74.605,35999
Oklahoma,Pushmataha County,72.3,30016
Oklahoma,Roger Mills County,75.425,51686
Oklahoma,Rogers County,77.445,41178
Oklahoma,Seminole County,72.45,33474
Oklahoma,Sequoyah County,73.685,30807
Oklahoma,Stephens County,74.565,46750
Oklahoma,Texas County,77.14,45962
Oklahoma,Tillman County,74.38,35271
Oklahoma,Tulsa County,76.245,68833
Oklahoma,Wagoner County,76.735,36313
Oklahoma,Washington County,77.125,58148
Oklahoma,Washita County,73.865,33932
Oklahoma,Woods County,77.52,47537
Oklahoma,Woodward County,75.61,47068
Oregon,Baker County,78.57,35153
Oregon,Benton County,81.235,41676
Oregon,Clackamas County,80.04,49565
Oregon,Clatsop County,78.315,40278
Oregon,Columbia County,78.195,38845
Oregon,Coos County,76.4,38475
Oregon,Crook County,78.65,36153
Oregon,Curry County,77.42,38707
Oregon,Deschutes County,80.11,44435
Oregon,Douglas County,77.365,35977
Oregon,Gilliam County,77.98,43694
Oregon,Grant County,78.77,38647
Oregon,Harney County,78.77,38253
Oregon,Hood River County,79.38,45856
Oregon,Jackson County,78.64,40698
Oregon,Jefferson County,77.91,32178
Oregon,Josephine County,77.3,36013
Oregon,Klamath County,76.575,35216
Oregon,Lake County,76.575,36944
Oregon,Lane County,79.285,39871
Oregon,Lincoln County,77.335,38968
Oregon,Linn County,77.715,37355
Oregon,Malheur County,77.075,30255
Oregon,Marion County,78.425,37199
Oregon,Morrow County,77.445,44281
Oregon,Multnomah County,78.885,49230
Oregon,Polk County,79.595,36797
Oregon,Sherman County,77.98,57526
Oregon,Tillamook County,78.755,38276
Oregon,Umatilla County,77.445,36434
Oregon,Union County,78.295,36268
Oregon,Wallowa County,78.57,41949
Oregon,Wasco County,77.98,40989
Oregon,Washington County,81.43,51909
Oregon,Wheeler County,77.445,36294
Oregon,Yamhill County,79.78,38920
Pennsylvania,Adams County,78.92,45023
Pennsylvania,Allegheny County,77.945,54090
Pennsylvania,Armstrong County,77.745,41456
Pennsylvania,Beaver County,77.625,43355
Pennsylvania,Bedford County,78.54,37022
Pennsylvania,Berks County,79.115,44813
Pennsylvania,Blair County,77.195,40919
Pennsylvania,Bradford County,77.445,39329
Pennsylvania,Bucks County,79.745,64306
Pennsylvania,Butler County,79.235,51790
Pennsylvania,Cambria County,77.055,38512
Pennsylvania,Cameron County,78.2,44865
Pennsylvania,Carbon County,77.025,43829
Pennsylvania,Centre County,80.415,41344
Pennsylvania,Chester County,80.77,73803
Pennsylvania,Clarion County,77.67,36426
Pennsylvania,Clearfield County,77.45,39578
Pennsylvania,Clinton County,77.69,36586
Pennsylvania,Columbia County,77.97,37307
Pennsylvania,Crawford County,77.37,36967
Pennsylvania,Cumberland County,80.01,50757
Pennsylvania,Dauphin County,77.79,46851
Pennsylvania,Delaware County,77.72,57756
Pennsylvania,Elk County,78.335,43625
Pennsylvania,Erie County,77.92,40425
Pennsylvania,Fayette County,75.345,38609
Pennsylvania,Forest County,78.335,25039
Pennsylvania,Franklin County,78.96,41768
