year,region,voting_eligible_population,total_ballots_counted,highest_office,percent_total_ballots_counted,percent_highest_office
1984,California,16618345.00,9796375.00,9505423.00,0.589491613,0.571983732
1984,Colorado,2267668.00,1343437.00,1295380.00,0.592431079,0.571238823
1984,Connecticut,2300533.00,1490946.00,1466900.00,0.648087204,0.637634844
1984,Delaware,442354.00,258182.00,254572.00,0.58365472,0.575493835
1984,District of Columbia,471669.00,219193.00,211288.00,0.464717842,0.447958208
1984,Florida,7976805.00,,4180051.00,0,0.524025722
1984,Georgia,4119852.00,,1776120.00,0,0.431112574
1984,Hawaii,694187.00,349253.00,335846.00,0.503110833,0.483797593
1984,Idaho,662771.00,421935.00,411144.00,0.636622604,0.620340962
1984,Illinois,7922605.00,4969352.00,4819088.00,0.627237127,0.608270638
1984,Indiana,3916362.00,2268493.00,2233069.00,0.579234759,0.57018963
1984,Iowa,2057482.00,1339886.00,1319805.00,0.65122611,0.641466122
1984,Kansas,1751223.00,,1021991.00,0,0.583587013
1984,Kentucky,2643027.00,,1369345.00,0,0.518097242
1984,Louisiana,3019930.00,,1706822.00,0,0.565185948
1984,Maine,840251.00,,553144.00,0,0.658308053
1984,Maryland,3113967.00,1695924.00,1675873.00,0.544618488,0.538179435
1984,Massachusetts,4273437.00,2595054.00,2559453.00,0.607252195,0.59892143
1984,Michigan,6407156.00,3884854.00,3801658.00,0.606330484,0.593345628
1984,Minnesota,2982015.00,2115317.00,2084449.00,0.709358269,0.69900688
1984,Mississippi,1766654.00,,941104.00,0,0.532704197
1984,Missouri,3617948.00,,2122783.00,0,0.586736736
1984,Montana,578925.00,395006.00,384377.00,0.682309453,0.663949562
1984,Nebraska,1135012.00,670781.00,652090.00,0.590990227,0.57452256
1984,Nevada,656862.00,294413.00,286667.00,0.448211344,0.436418913
1984,New Hampshire,718967.00,406608.00,388904.00,0.565544733,0.540920515
1984,New Jersey,5318696.00,3215941.00,3217862.00,0.604648395,0.605009574
1984,New Mexico,956246.00,522328.00,514370.00,0.546227644,0.537905518
1984,New York,12232120.00,7000828.00,6806810.00,0.572331534,0.556470179
1984,North Carolina,4512013.00,,2175361.00,0,0.482126492
1984,North Dakota,482655.00,324179.00,308971.00,0.671657809,0.640148761
1984,Ohio,7732456.00,4664223.00,4547619.00,0.603200717,0.588120902
1984,Oklahoma,2324445.00,1290555.00,1255676.00,0.555209953,0.540204651
1984,Oregon,1906880.00,1265824.00,1226527.00,0.663819433,0.643211424
1984,Pennsylvania,8790815.00,,4844903.00,0,0.551132404
1984,Rhode Island,697537.00,422851.00,410492.00,0.606205836,0.588487779
1984,South Carolina,2329080.00,1018701.00,968529.00,0.43738343,0.415841877
1984,South Dakota,494651.00,,317867.00,0,0.642608627
1984,Tennessee,3415760.00,,1711994.00,0,0.501204417
1984,Texas,10582774.00,,5397571.00,0,0.510033664
1984,Utah,998820.00,641846.00,629656.00,0.642604273,0.630399872
1984,Vermont,381479.00,235140.00,234561.00,0.616390417,0.61487264
1984,Virginia,4100160.00,,2146635.00,0,0.523549081
1984,Washington,3072714.00,1931546.00,1883910.00,0.62861236,0.613109453
1984,West Virginia,1391427.00,,735742.00,0,0.528767948
1984,Wisconsin,3409202.00,,2211689.00,0,0.648740966
1984,Wyoming,338733.00,196153.00,188968.00,0.579078507,0.557867111
1982,United States (Excl. Louisiana),160466919.00,,67615576.00,0,0.421367696
1982,Alabama,2780689.00,,1128725.00,0,0.405915584
1982,Alaska,307558.00,199458.00,194885.00,0.64852158,0.633652839
1982,Arizona,2017098.00,742923.00,726364.00,0.368312794,0.360103475
1982,Arkansas,1639482.00,,789351.00,0,0.481463657
1982,California,16161555.00,8064314.00,7876698.00,0.498981317,0.487372533
1982,Colorado,2196263.00,1037774.00,956021.00,0.472518091,0.435294407
1982,Connecticut,2253328.00,1112428.00,1084156.00,0.493682234,0.481135458
1982,Delaware,430257.00,195726.00,190960.00,0.454904859,0.443827759
1982,District of Columbia,470719.00,,117623.00,0,0.24987944
1982,Florida,7565499.00,,2688566.00,0,0.355371933
1982,Georgia,3945107.00,,1169041.00,0,0.296326817
1982,Hawaii,671172.00,325459.00,311853.00,0.484911468,0.464639466
1982,Idaho,650534.00,332237.00,326522.00,0.510714275,0.501929184
1982,Illinois,7908220.00,3856875.00,3673681.00,0.487704566,0.464539555
1982,Indiana,3879314.00,1834225.00,1817287.00,0.472821999,0.468455763
1982,Iowa,2068844.00,1050495.00,1038229.00,0.507769073,0.501840158
1982,Kansas,1736298.00,,763263.00,0,0.439592167
1982,Kentucky,2615445.00,,700322.00,0,0.267763994
1982,Louisiana,2982702.00,,,0,0
1982,Maine,817814.00,,460295.00,0,0.562835804
1982,Maryland,3034834.00,1190011.00,1139149.00,0.392117328,0.375357927
1982,Massachusetts,4184146.00,2103780.00,2050769.00,0.502797943,0.490128452
1982,Michigan,6357552.00,3135928.00,3040008.00,0.493260299,0.478172731
1982,Minnesota,2943169.00,1834737.00,1804675.00,0.623388259,0.613174099
1982,Mississippi,1743267.00,,645026.00,0,0.370009872
1982,Missouri,3567803.00,,1543521.00,0,0.432625064
1982,Montana,569629.00,328082.00,321062.00,0.575957334,0.563633523
1982,Nebraska,1128918.00,559422.00,547902.00,0.495538206,0.485333744
1982,Nevada,621060.00,242578.00,240394.00,0.390587061,0.387070492
1982,New Hampshire,686264.00,289057.00,282588.00,0.421203793,0.411777392
1982,New Jersey,5224732.00,2286925.00,2193945.00,0.437711446,0.419915318
1982,New Mexico,919311.00,417945.00,407466.00,0.454628521,0.443229767
1982,New York,12118685.00,5437367.00,5254891.00,0.448676321,0.433618912
1982,North Carolina,4347870.00,,1321080.00,0,0.303845331
1982,North Dakota,476851.00,272876.00,262465.00,0.572245838,0.550413022
1982,Ohio,7692059.00,3551995.00,3395463.00,0.461774279,0.441424461
1982,Oklahoma,2302670.00,901488.00,883130.00,0.391496828,0.383524343
1982,Oregon,1895706.00,1063913.00,1042009.00,0.561222574,0.549668039
1982,Pennsylvania,8749931.00,,3683985.00,0,0.421030177
1982,Rhode Island,684977.00,370928.00,342779.00,0.541518912,0.500424102
1982,South Carolina,2260577.00,688300.00,671625.00,0.304479785,0.29710335
1982,South Dakota,489474.00,,278562.00,0,0.569104794
1982,Tennessee,3357236.00,,1259785.00,0,0.375244695
1982,Texas,10228820.00,,3191091.00,0,0.311970589
1982,Utah,962724.00,537207.00,530802.00,0.558007279,0.551354282
1982,Vermont,372982.00,172084.00,169251.00,0.461373471,0.45377793
1982,Virginia,3960296.00,,1415622.00,0,0.357453584
1982,Washington,2999997.00,1404831.00,1368476.00,0.468277468,0.456159123
1982,West Virginia,1399303.00,,565314.00,0,0.403996847
1982,Wisconsin,3372875.00,,1580344.00,0,0.468545084
1982,Wyoming,344218.00,172065.00,168555.00,0.499872174,0.489675148
1980,United States,159635102.00,,86515221.00,0,0.541956123
1980,Alabama,2726249.00,,1341929.00,0,0.492225398
1980,Alaska,270122.00,162653.00,158445.00,0.602146438,0.586568291
1980,Arizona,1890167.00,898183.00,873945.00,0.475187113,0.462363908
1980,Arkansas,1610104.00,,837582.00,0,0.520203664
1980,California,15610966.00,8775459.00,8587063.00,0.562134272,0.550066088
1980,Colorado,2071959.00,1225549.00,1184415.00,0.591492882,0.571640172
1980,Connecticut,2201356.00,1423403.00,1406285.00,0.646602821,0.638826705
1980,Delaware,421344.00,239136.00,235900.00,0.567555252,0.559875066
1980,District of Columbia,470956.00,178434.00,175237.00,0.378876158,0.372087838
1980,Florida,7088658.00,,3686930.00,0,0.520116784
1980,Georgia,3791652.00,,1596695.00,0,0.421108003
1980,Hawaii,646583.00,318026.00,303287.00,0.491856421,0.469061203
1980,Idaho,633624.00,446045.00,437431.00,0.703958499,0.690363686
1980,Illinois,7868300.00,4868890.00,4749721.00,0.618798216,0.603652759
1980,Indiana,3846321.00,2275433.00,2242033.00,0.59158687,0.582903247
1980,Iowa,2070935.00,1314258.00,1317661.00,0.634620594,0.636263813
1980,Kansas,1704420.00,,979795.00,0,0.574855376
1980,Kentucky,2562572.00,,1294627.00,0,0.505206098
1980,Louisiana,2868792.00,,1548591.00,0,0.539805953
1980,Maine,799746.00,,523011.00,0,0.653971386
1980,Maryland,2964704.00,1557709.00,1540496.00,0.525418052,0.519612076
1980,Massachusetts,4110721.00,2566807.00,2524298.00,0.624417712,0.614076703
1980,Michigan,6374955.00,3978647.00,3909725.00,0.624105896,0.613294525
1980,Minnesota,2882406.00,2079451.00,2051980.00,0.721428903,0.711898324
1980,Mississippi,1704163.00,,892620.00,0,0.523787924
1980,Missouri,3529489.00,,2099824.00,0,0.594937114
1980,Montana,554636.00,371976.00,363952.00,0.670666888,0.656199742
1980,Nebraska,1115142.00,651281.00,640854.00,0.584034141,0.574683762
1980,Nevada,573118.00,297318.00,247885.00,0.518772748,0.432520005
1980,New Hampshire,660560.00,402415.00,383990.00,0.609202798,0.581309798
1980,New Jersey,5123773.00,2999879.00,2975684.00,0.585482417,0.580760311
1980,New Mexico,873515.00,464848.00,456971.00,0.532158005,0.523140415
1980,New York,12006100.00,6359218.00,6201959.00,0.529665587,0.516567328
1980,North Carolina,4203817.00,,1855833.00,0,0.441463794
1980,North Dakota,462223.00,314525.00,301545.00,0.680461595,0.652379912
1980,Ohio,7637813.00,4378937.00,4283603.00,0.573323411,0.560841566
1980,Oklahoma,2162051.00,1172303.00,1149708.00,0.542218014,0.531767289
1980,Oregon,1880863.00,1209691.00,1181516.00,0.643157423,0.628177597
1980,Pennsylvania,8664166.00,,4561501.00,0,0.526478948
1980,Rhode Island,675067.00,423349.00,416072.00,0.627121456,0.616341785
1980,South Carolina,2176721.00,922397.00,894071.00,0.423755272,0.410742121
1980,South Dakota,484328.00,,327703.00,0,0.676613782
1980,Tennessee,3285608.00,,1617616.00,0,0.492333839
1980,Texas,9572904.00,,4541636.00,0,0.474426151
1980,Utah,915484.00,609691.00,604222.00,0.665976686,0.660002796
1980,Vermont,363143.00,215500.00,213299.00,0.593430136,0.587369163
1980,Virginia,3830887.00,,1866032.00,0,0.487101812
1980,Washington,2923670.00,1772904.00,1742394.00,0.606396755,0.59596124
1980,West Virginia,1387231.00,742150.00,737715.00,0.534986603,0.531789587
1980,Wisconsin,3322053.00,,2273221.00,0,0.684281979
1980,Wyoming,326644.00,181004.00,176713.00,0.554132328,0.540995702
