p_number,Heard_Before,TypeOfInfo,AmtOfInfo,Perceived_Ability,Manipulation_Check,technical_difficulties,technical_difficulties_description,gender,ethnic_1,ethnic_2,ethnic_3,ethnic_4,ethnic_5,ethnic_6,age,tried_before,fail_ac
749,1,1,1,4,5,0, ,1,1,0,0,0,0,0,57,2,0
750,1,3,1,4,4,0, ,1,0,1,0,0,0,0,23,1,0
751,1,1,2,2,3,0, ,1,0,0,0,0,1,0,33,2,0
752,1,2,1,1,3,0, ,2,0,0,0,0,1,0,23,2,0
753,1,2,2,5,7,0, ,1,0,0,0,0,1,0,31,1,0
754,1,1,2,2,7,0, ,2,0,0,0,0,1,0,27,2,0
755,1,2,1,4,2,1,"Got to read only part of the second line of instructions, but did get the general idea.  Would have given it a shot",2,0,0,0,0,1,0,54,2,0
756,1,3,1,2,1,0, ,2,0,0,0,0,1,0,72,2,0
757,1,2,2,2,7,0, ,2,0,0,0,0,1,0,48,2,0
758,1,3,2,5,3,0, ,1,0,0,0,0,1,0,22,1,0
759,1,3,1,2,4,0, ,1,0,0,0,0,1,0,31,1,0
760,1,1,1,5,6,0, ,2,0,0,0,0,1,0,50,1,0
761,1,1,2,5,4,0, ,2,0,0,0,0,1,0,34,2,0
762,1,2,1,1,4,1,"connectivity issues/slow loading, but it may have been on my end.",2,0,0,0,0,1,0,38,2,0
763,1,3,1,4,2,0, ,1,0,0,0,0,1,0,34,2,1
764,1,3,2,3,1,0, ,2,0,0,1,0,0,0,25,2,0
765,1,2,2,5,3,0, ,1,1,0,0,0,0,0,38,1,0
766,1,2,2,2,7,0, ,1,0,0,0,0,1,0,40,1,0
767,1,3,2,2,1,0, ,2,0,0,0,0,1,0,51,2,0
768,1,2,1,5,6,0, ,1,0,0,0,0,1,0,42,1,0
769,1,3,1,5,1,0, ,2,1,0,0,0,0,0,21,2,0
770,1,1,1,2,3,0, ,2,0,0,0,0,1,0,45,2,1
771,1,1,2,4,5,0, ,2,0,1,0,0,0,0,29,2,0
772,1,3,2,5,5,0, ,1,0,0,0,0,1,0,47,2,0
773,1,3,1,3,2,0, ,2,0,0,0,0,1,0,38,2,0
774,1,2,1,2,3,0, ,1,0,0,0,0,1,0,58,2,0
775,2,1,2,3,5,0, ,1,0,0,1,0,0,0,25,2,0
776,1,3,2,1,1,0, ,2,0,1,0,0,0,0,55,2,0
777,1,1,1,4,2,0, ,2,0,0,0,0,1,0,25,1,0
778,1,3,1,1,3,0, ,2,0,0,0,0,1,0,59,2,1
779,1,1,2,5,5,0, ,2,0,0,0,0,1,0,33,2,0
780,1,1,1,4,6,0, ,2,0,0,0,0,1,0,44,2,0
781,1,2,2,2,6,0, ,2,0,0,0,0,0,1,28,2,0
782,1,2,1,3,4,0, ,1,0,0,0,0,1,0,44,2,0
783,1,3,2,1,1,0, ,1,0,0,0,0,1,0,21,2,0
784,1,2,1,1,1,0, ,2,0,0,0,0,1,0,39,2,0
785,1,1,1,5,3,0, ,1,0,0,1,0,0,0,37,1,0
786,1,1,2,2,1,0, ,1,0,0,0,0,1,0,29,2,0
787,1,2,2,3,2,0, ,1,0,0,0,0,1,0,46,2,0
788,1,2,2,5,4,0, ,1,0,0,0,0,1,0,30,2,0
789,1,3,1,1,2,0, ,1,0,0,0,0,1,0,33,2,0
790,1,1,2,4,7,0, ,1,0,0,0,0,1,0,26,2,0
791,1,1,1,2,1,0, ,1,0,0,1,0,0,0,32,2,0
792,1,2,1,1,1,0, ,2,0,0,0,0,1,0,38,2,0
793,1,1,2,6,7,0, ,2,0,0,0,0,1,0,65,2,0
794,1,3,2,3,1,0, ,1,0,0,0,0,1,0,29,2,0
795,1,3,1,1,1,0, ,1,0,0,0,0,1,0,33,2,0
796,2,3,1,4,4,0, ,1,0,0,0,0,1,0,26,2,0
797,1,1,1,2,3,0, ,1,0,0,0,0,1,0,34,2,0
798,1,2,2,4,7,0, ,2,0,0,0,0,1,0,30,1,0
799,1,2,1,4,4,0, ,2,0,0,0,0,1,0,56,2,0
800,1,3,1,4,4,0, ,2,0,0,0,0,1,0,26,1,0
801,1,3,2,1,3,0, ,2,1,0,0,0,0,0,23,2,0
802,1,1,2,7,7,0, ,2,0,0,0,0,1,0,64,2,0
803,1,3,1,3,2,0, ,2,0,0,0,0,1,0,40,2,0
804,1,1,1,4,4,0, ,2,0,0,0,0,1,0,41,1,0
805,1,2,2,4,4,0, ,1,0,0,0,0,1,0,24,2,1
806,1,3,2,1,1,0, ,2,0,0,0,0,1,0,31,2,0
807,1,2,1,2,1,0, ,2,0,0,0,0,1,0,29,2,0
808,1,3,2,3,1,0, ,2,0,0,0,0,1,0,35,2,0
809,1,2,1,2,5,0, ,2,0,1,0,0,0,0,70,2,0
810,1,3,1,2,1,0, ,2,0,0,0,0,1,0,37,1,0
811,1,1,2,3,7,0, ,2,0,0,0,0,1,0,54,2,0
812,1,1,1,1,1,0, ,1,0,0,0,0,1,0,41,2,0
813,1,2,2,7,1,0, ,1,0,0,1,0,0,0,27,2,0
814,1,3,2,2,1,0, ,2,0,0,0,0,1,0,41,2,0
815,1,2,2,1,2,0, ,1,0,0,0,0,1,0,36,2,0
816,1,2,1,2,1,1,I don't know. I think the instructions on how to perform the trick glitched or something.,2,0,0,0,0,1,0,21,2,0
817,1,1,2,6,7,0, ,1,0,0,0,0,1,0,35,2,0
818,1,1,1,2,1,0, ,1,1,0,0,0,0,0,23,2,0
819,1,2,1,3,2,0, ,2,0,0,0,0,1,0,26,2,0
820,1,3,1,5,2,0, ,1,0,0,1,0,0,0,26,2,0
821,1,3,1,1,1,0, ,1,0,0,0,0,1,0,28,2,0
822,1,3,2,4,4,0, ,2,0,0,0,0,1,0,54,1,0
823,1,1,2,2,7,0, ,2,0,0,0,0,1,0,32,2,0
824,1,3,2,1,1,0, ,2,0,0,0,0,1,0,31,2,0
825,1,2,2,6,3,0, ,1,0,0,0,0,1,0,29,1,0
826,1,1,1,1,2,0, ,2,1,0,0,0,0,0,24,2,0
827,1,2,1,5,1,0, ,1,0,0,0,0,1,0,38,2,0
828,1,1,1,3,1,1,Not sure if it was a technical difficulty but the video never played.,2,0,0,0,0,1,0,25,2,1
829,1,3,1,1,1,0, ,2,0,0,0,0,1,0,44,2,0
830,1,2,2,2,4,0, ,1,0,0,0,0,1,0,33,2,0
831,1,1,2,4,6,0, ,2,0,0,0,0,1,0,23,2,0
832,1,1,2,3,5,0, ,2,0,0,1,0,0,0,32,1,1
833,1,2,1,5,5,0, ,1,0,1,0,0,0,0,19,1,0
834,1,3,2,2,1,0, ,2,0,0,1,0,0,0,26,2,0
835,1,2,2,1,3,0, ,2,0,0,0,0,1,0,36,2,0
836,1,1,1,2,2,0, ,2,0,0,0,0,1,0,29,2,0
837,1,2,2,6,5,0, ,2,0,1,1,0,1,0,28,2,0
838,1,3,1,1,1,0, ,1,0,0,0,0,1,0,35,2,0
839,1,3,1,3,2,0, ,2,0,0,0,0,1,0,45,2,0
840,1,1,1,2,2,0, ,2,0,0,0,0,1,0,32,2,0
841,1,3,2,3,2,0, ,2,0,1,0,0,0,0,42,2,0
842,1,2,1,2,5,0, ,1,0,0,0,0,1,0,31,2,0
843,1,2,2,3,6,0, ,1,1,0,0,0,0,0,40,2,0
844,1,1,2,5,5,0, ,1,0,0,1,0,0,0,34,2,0
845,1,1,2,5,6,0, ,1,0,0,1,0,0,0,32,1,0
846,1,3,2,2,1,0, ,2,0,0,0,0,1,0,30,2,0
847,1,2,1,2,2,0, ,2,0,0,0,0,1,0,41,2,0
848,1,1,1,2,6,0, ,2,0,0,0,0,1,0,53,1,0
849,1,2,1,2,5,0, ,1,0,0,0,0,1,0,39,2,0
850,1,2,2,3,5,0, ,1,0,0,0,0,1,0,34,1,0
851,1,3,2,4,6,0, ,1,0,0,0,0,1,0,44,1,1
852,1,1,2,4,7,0, ,2,0,0,0,0,1,0,23,2,0
853,1,1,1,2,4,0, ,1,1,0,0,0,0,0,27,2,0
854,1,3,1,3,1,0, ,2,0,0,0,0,1,0,22,2,0
855,1,3,1,1,4,0, ,2,1,0,0,0,0,0,45,2,0
856,1,1,1,6,5,0, ,2,1,0,0,0,0,0,34,2,0
857,1,3,1,4,1,0, ,1,0,1,0,0,1,0,34,2,0
858,1,3,1,7,1,0, ,1,0,1,0,0,0,0,27,2,0
859,2,2,2,3,2,0, ,1,0,1,0,0,0,0,51,2,0
860,1,3,2,1,5,0, ,2,0,0,0,0,1,0,36,2,1
861,1,1,2,4,7,0, ,2,0,0,0,0,1,0,28,2,0
862,1,1,2,2,7,0, ,2,0,0,0,0,1,0,38,2,0
863,2,1,2,1,7,0, ,2,1,0,0,0,0,0,34,2,0
864,1,2,1,1,7,0, ,2,0,0,0,0,1,0,50,2,0
865,1,2,1,2,2,0, ,1,0,0,1,0,0,0,44,2,0
866,1,1,1,4,2,0, ,2,1,0,0,0,0,0,53,2,1
867,1,3,2,1,1,0, ,2,0,0,0,0,1,0,32,2,0
868,1,2,2,2,2,0, ,1,0,0,0,0,1,0,38,2,0
869,1,2,2,4,3,1,dishes on the floor!,2,1,0,0,0,0,0,45,1,0
870,1,3,2,1,4,0, ,2,1,0,0,0,0,0,32,2,0
871,1,3,2,1,2,0, ,2,0,0,0,0,1,0,20,2,0
872,1,2,1,4,1,1,page went away,2,0,0,0,0,1,0,36,2,1
873,1,2,2,1,1,0, ,2,0,0,0,0,1,0,32,2,0
874,1,1,1,3,5,0, ,2,0,0,0,0,1,0,67,2,0
875,1,3,1,5,2,0, ,1,1,0,0,0,0,0,24,2,0
876,1,2,1,1,4,0, ,2,0,0,0,0,1,0,56,2,0
877,1,1,1,6,7,0, ,1,0,0,0,0,1,0,34,1,0
878,1,1,2,5,7,0, ,2,0,0,0,0,1,0,33,1,0
879,1,2,2,2,5,0, ,2,0,0,0,0,1,0,26,2,0
880,1,1,2,3,7,0, ,2,0,0,0,0,1,0,32,2,0
881,1,3,2,4,7,0, ,1,0,0,0,0,1,0,33,2,0
882,2,1,2,5,7,0, ,1,1,0,0,0,0,0,25,2,0
883,1,2,1,2,3,0, ,1,0,0,0,0,1,0,43,1,0
884,1,3,1,1,2,0, ,2,0,0,0,0,1,0,42,2,0
885,1,3,2,1,1,0, ,2,0,0,0,0,1,0,33,2,0
886,1,2,1,1,2,0, ,2,0,1,0,0,0,0,35,2,0
887,1,1,1,1,1,0, ,1,0,1,0,0,0,0,27,2,1
888,1,1,1,4,2,0, ,2,1,0,0,0,0,0,43,2,0
889,1,2,1,1,1,0, ,1,0,0,0,0,1,0,22,2,1
890,1,2,2,3,3,0, ,2,1,0,0,0,0,0,18,2,1
891,1,1,2,5,5,0, ,1,0,0,0,0,1,0,27,2,0
892,1,1,1,1,1,0, ,1,0,0,0,1,1,0,38,2,0
893,1,3,2,2,1,0, ,2,0,0,0,0,1,0,30,2,0
894,1,3,2,1,1,0, ,2,0,0,0,0,1,0,63,2,0
895,1,2,2,1,3,0, ,1,0,0,0,0,1,0,43,2,0
896,1,3,1,2,1,0, ,1,0,0,0,0,1,0,23,2,0
897,1,3,1,1,1,0, ,2,0,0,0,0,1,0,56,2,0
898,1,1,1,6,3,0, ,2,0,0,0,0,1,0,44,1,0
899,1,2,2,2,4,0, ,2,0,0,0,0,1,0,42,2,0
900,1,2,1,3,3,0, ,2,0,0,0,0,1,0,30,1,0
901,1,1,1,1,4,0, ,2,0,0,0,0,1,0,30,2,1
902,1,1,2,4,2,0, ,2,0,0,0,0,1,0,58,2,0
903,1,2,2,5,3,0, ,1,0,0,0,0,1,0,20,2,0
904,1,1,2,5,7,1,Video would not load in the survey so I right-click copied the link URL and opened in a tab on my browser. The video played perfectly there.,1,0,0,0,0,1,0,25,2,0
905,1,2,1,1,3,0, ,1,0,0,0,0,1,0,28,2,0
906,1,3,2,6,1,0, ,2,0,0,0,0,1,0,27,2,0
907,1,3,1,3,1,1,When the counter stopped I had to refresh the page to get to the questions.,1,1,0,0,0,0,0,27,2,0
908,1,2,2,3,4,0, ,1,0,0,0,0,1,0,18,2,1
909,1,3,1,2,1,0, ,1,0,0,0,0,1,0,24,2,0
910,1,2,1,1,2,0, ,2,0,0,0,0,1,0,51,2,0
911,1,1,1,6,5,0, ,2,1,0,0,0,0,0,21,2,0
912,2,1,2,3,6,0, ,1,0,0,0,0,1,0,62,2,1
913,1,3,2,2,2,0, ,1,0,0,0,0,1,0,33,2,0
914,1,3,1,1,1,0, ,2,0,0,0,0,1,0,29,2,0
915,1,2,1,1,5,0, ,2,0,0,0,0,0,1,35,1,0
916,2,1,1,5,4,0, ,2,0,0,0,0,1,0,27,2,1
917,1,2,2,1,4,0, ,2,0,0,0,0,1,0,43,1,0
918,1,3,2,5,2,0, ,1,0,0,1,0,0,0,34,1,0
919,1,1,2,5,6,0, ,1,0,0,0,0,1,0,24,2,0
920,1,1,1,3,5,0, ,2,0,0,0,0,1,0,22,2,0
921,1,1,1,2,5,0, ,2,0,0,0,0,1,0,48,2,0
922,1,2,1,2,4,0, ,2,1,0,0,0,0,0,35,2,0
923,1,3,1,1,1,0, ,2,0,0,0,0,1,0,35,2,0
924,1,2,1,2,2,0, ,2,0,0,0,0,1,0,60,2,0
925,1,1,2,4,7,0, ,2,0,0,0,0,1,0,37,2,0
926,1,2,2,2,4,0, ,1,0,0,1,0,0,0,22,2,0
927,1,3,2,1,1,0, ,2,0,0,0,0,1,0,28,2,0
928,1,3,2,2,2,0, ,2,0,0,1,0,1,0,24,2,0
929,1,2,2,7,7,0, ,1,0,0,0,0,1,0,30,1,0
930,1,3,1,3,1,0, ,2,0,0,0,0,1,0,34,2,0
931,1,3,1,2,4,0, ,2,0,0,1,0,0,0,26,2,0
932,1,2,2,3,7,0, ,2,1,0,0,0,1,0,26,2,0
933,1,1,2,1,3,0, ,2,1,0,0,0,0,0,39,2,0
934,1,1,1,1,1,0, ,2,0,0,0,0,1,0,37,2,1
935,1,1,2,4,5,0, ,1,0,0,0,0,1,0,35,2,0
936,1,2,2,2,4,0, ,2,0,0,0,0,1,0,30,2,0
937,1,1,1,1,1,0, ,1,0,0,0,0,1,0,55,2,1
938,1,3,1,1,1,0, ,2,0,0,0,0,1,0,57,2,0
939,1,3,2,1,1,0, ,2,0,0,0,0,1,0,37,2,0
940,1,1,1,1,1,0, ,2,1,0,0,0,0,0,50,2,0
941,1,3,2,1,1,0, ,2,0,0,0,0,1,0,54,2,0
942,1,1,2,6,7,0, ,1,0,0,0,0,1,0,29,2,0
943,2,2,1,3,4,0, ,1,0,0,0,0,1,0,19,2,0
944,1,2,2,5,4,0, ,1,0,0,0,0,1,0,20,2,0
945,1,3,2,2,2,0, ,1,0,0,0,0,1,0,40,2,0
946,1,3,1,2,2,0, ,2,0,0,0,0,1,0,47,2,1
947,1,2,1,1,1,0, ,1,0,1,0,0,0,0,19,1,1
948,1,1,2,5,5,0, ,2,0,0,0,0,1,0,44,2,0
949,1,3,2,2,2,0, ,2,1,0,0,0,0,0,32,2,0
950,1,2,1,2,1,0, ,2,0,0,0,0,1,0,32,2,0
951,1,3,1,1,1,0, ,2,1,0,0,0,0,0,23,2,0
952,1,3,1,3,1,0, ,1,0,0,0,0,1,0,25,1,0
953,1,1,2,2,3,0, ,2,0,0,0,0,1,0,21,2,0
954,2,1,1,5,5,0, ,1,0,0,1,0,0,0,45,2,0
955,1,2,1,5,1,0, ,2,0,0,0,0,1,0,53,2,0
956,1,2,2,5,6,0, ,1,0,0,0,0,1,0,46,2,0
957,1,1,2,1,4,0, ,2,0,0,0,0,1,0,37,1,0
958,1,2,2,6,5,0, ,1,0,0,0,0,1,0,24,1,0
959,1,1,1,5,2,1,i did not see a video or directions of any sort,2,0,0,0,0,1,0,56,2,1
960,1,1,1,1,5,0, ,1,1,0,0,0,0,0,33,2,0
961,1,3,2,3,3,0, ,2,0,0,1,0,0,0,30,2,0
962,1,3,2,1,1,0, ,2,1,0,0,0,0,0,29,2,0
963,1,1,2,4,7,0, ,2,0,0,1,0,0,0,21,2,0
964,1,2,1,4,3,0, ,2,0,0,0,0,1,0,40,2,0
965,1,2,1,5,5,0, ,1,0,0,0,0,1,0,35,1,0
966,1,2,2,3,7,0, ,2,0,0,0,0,1,0,31,2,0
967,1,3,1,2,1,0, ,2,1,0,0,0,0,0,42,2,0
968,1,1,1,3,1,0, ,2,0,0,0,0,1,0,56,2,0
969,1,3,2,6,1,0, ,1,0,0,0,0,1,0,30,2,0
970,1,1,2,3,3,0, ,2,0,0,0,0,1,0,27,2,0
971,1,2,2,3,5,0, ,2,0,1,0,0,0,0,24,2,0
972,1,3,1,4,1,0, ,2,0,0,0,0,1,0,38,2,0
973,1,1,1,5,5,0, ,1,0,0,0,0,1,0,32,1,0
974,1,1,2,2,1,0, ,1,0,0,0,0,1,0,31,2,0
975,1,3,2,7,1,0, ,2,0,0,0,0,1,0,23,1,0
976,1,2,2,4,7,0, ,2,0,0,0,0,1,0,56,2,0
977,1,3,2,2,1,0, ,1,0,1,0,0,0,0,31,2,0
978,1,3,1,4,3,0, ,1,0,1,0,0,0,0,31,2,0
979,1,2,2,1,6,0, ,2,0,1,0,0,0,0,50,2,0
980,1,2,1,5,2,0, ,2,0,0,0,0,1,0,41,2,0
981,1,1,2,3,6,0, ,1,0,0,0,0,1,0,35,2,0
982,1,2,1,4,1,0, ,1,0,0,0,0,1,0,29,1,0
983,1,1,1,2,4,0, ,2,0,0,0,0,1,0,67,1,0
984,1,3,1,2,2,0, ,1,0,0,0,0,1,0,35,2,0
985,1,1,1,2,1,0, ,2,0,0,0,0,1,0,43,2,0
986,1,2,1,4,4,0, ,2,0,0,0,0,1,0,43,1,0
987,1,3,1,4,2,0, ,2,1,0,0,0,0,0,43,2,0
988,1,1,2,5,6,0, ,2,0,0,0,0,1,0,21,2,0
989,1,3,2,4,2,0, ,2,0,0,0,0,1,0,21,2,0
990,1,3,1,1,1,0, ,2,0,0,0,0,1,0,38,2,0
991,1,2,2,2,3,0, ,1,0,0,0,0,1,0,28,1,0
992,1,1,2,3,7,0, ,2,0,0,1,0,0,0,44,2,0
993,1,2,2,4,6,0, ,1,0,0,0,0,1,0,24,1,0
994,1,2,2,1,6,0, ,1,0,0,0,0,1,0,47,2,0
995,1,3,2,2,1,0, ,1,0,0,0,0,1,0,41,2,0
996,1,2,1,3,2,0, ,1,0,0,0,0,1,0,29,2,0
997,1,1,1,1,1,0, ,1,0,0,0,0,1,0,55,2,1
998,1,2,1,1,1,0, ,2,0,0,0,0,1,0,33,2,1
999,1,1,1,2,1,0, ,2,0,0,0,0,1,0,23,2,0
1000,1,3,1,2,1,0, ,1,0,0,0,0,1,0,27,2,0
1001,1,3,2,5,2,0, ,2,0,0,0,0,1,0,23,2,0
1002,1,1,2,3,2,0, ,2,0,0,0,0,1,0,60,2,0
1003,1,2,2,5,6,0, ,2,0,0,1,0,0,0,26,1,0
1004,1,2,2,4,5,0, ,2,0,0,0,0,1,0,34,2,0
1005,1,3,2,3,2,0, ,1,0,0,0,0,1,0,31,2,0
1006,1,3,1,1,1,0, ,2,0,0,0,0,1,0,51,2,0
1007,1,2,2,1,7,0, ,2,0,0,0,0,1,0,32,2,0
1008,1,2,1,7,3,0, ,1,0,0,1,0,0,0,25,1,0
1009,1,1,2,3,6,0, ,1,0,0,1,0,0,0,28,2,0
1010,1,1,1,4,4,0, ,1,0,0,0,0,1,0,35,2,0
1011,1,1,2,4,4,0, ,1,0,0,0,0,1,0,32,2,0
1012,1,1,1,2,3,0, ,1,0,0,1,0,0,0,28,2,0
1013,1,1,1,1,1,0, ,3,0,0,0,0,1,0,27,2,1
1014,1,3,2,4,4,0, ,2,0,0,0,0,1,0,64,2,1
1015,1,2,2,1,6,0, ,1,0,0,0,0,1,0,30,2,0
1016,1,1,1,1,4,0, ,2,0,0,0,0,1,0,24,2,1
1017,1,3,1,1,1,0, ,1,0,0,0,0,1,0,31,2,0
1018,1,3,1,2,2,0, ,1,0,0,0,0,1,0,36,2,0
1019,1,1,2,5,5,0, ,2,1,0,0,0,0,0,27,2,0
1020,1,3,2,2,2,0, ,1,0,0,0,0,1,0,38,2,0
1021,1,3,2,1,1,0, ,1,0,0,0,0,1,0,31,2,0
1022,1,2,1,4,4,0, ,1,0,1,0,0,0,0,20,2,0
1023,1,2,2,6,6,0, ,2,1,0,0,0,0,0,22,2,0
1024,1,2,1,5,1,0, ,1,0,0,0,0,1,0,19,2,1
1025,1,3,2,2,7,0, ,2,0,0,0,0,1,0,44,2,0
1026,1,1,2,5,6,0, ,2,1,0,0,0,0,0,26,1,0
1027,1,3,1,3,5,0, ,1,0,0,1,0,0,0,30,2,1
1028,1,1,2,4,5,0, ,1,0,1,0,0,0,0,33,2,0
1029,1,3,1,6,1,0, ,1,0,0,1,0,0,0,35,2,0
1030,1,2,1,3,2,0, ,2,0,0,0,0,1,0,51,1,0
1031,1,1,1,4,3,0, ,1,0,0,0,0,1,0,34,2,1
1032,1,3,1,1,1,0, ,1,0,0,1,0,0,0,35,1,0
1033,1,2,1,4,1,1,did not see any information about the trick,1,0,0,0,0,1,0,34,2,1
1034,1,1,2,5,6,0, ,1,0,0,1,0,0,0,49,2,0
1035,1,3,2,1,6,0, ,1,0,0,0,0,1,0,26,2,0
