city,type,bed,bath,garage,sqft,pool,spa,price
Long Beach,SFR,5,3,2,2671,,NA,949000
Long Beach,SFR,5,3,2,2907,,NA,460000
Long Beach,SFR,5,4,2,2073,,NA,489000
Long Beach,SFR,5,4,2,2198,,NA,599000
Long Beach,SFR,5,4,2,2854,,NA,649000
Long Beach,SFR,5,4,2,3234,,NA,625000
Long Beach,SFR,5,4,2,3260,Y,NA,849900
Long Beach,SFR,5,4,2,3688,,NA,1395000
Long Beach,SFR,5,4,2,4220,Y,NA,1295000
Long Beach,SFR,5,4,3,3295,,NA,899000
Long Beach,SFR,5,4,3,3391,,NA,1145000
Long Beach,SFR,5,5,2,3350,,NA,1250000
Long Beach,SFR,5,5,2,4302,,NA,1750000
Long Beach,SFR,5,5,2,4400,Y,NA,1849000
Long Beach,SFR,5,5,3,4020,,NA,2995500
Long Beach,SFR,5,5,3,5070,,NA,6200000
Long Beach,SFR,5,5,3,5135,,NA,4200000
Long Beach,SFR,5,6,2,4100,,NA,1839000
Long Beach,SFR,5,6,3,3468,,NA,899950
Long Beach,SFR,5,6,3,4436,,NA,1900000
Long Beach,SFR,5,9,,7500,,NA,2995000
Long Beach,SFR,6,3,2,2840,,NA,699900
Long Beach,SFR,6,4,,1753,,NA,399000
Long Beach,SFR,6,4,,3906,,NA,1100000
Long Beach,SFR,6,4,1,2509,,NA,679000
Long Beach,SFR,6,4,3,3725,,NA,1390000
Long Beach,SFR,6,6,,6200,,NA,2875000
Long Beach,SFR,6,6,2,5028,,NA,1750000
Long Beach,SFR,7,5,2,3675,,NA,633000
Long Beach,SFR,7,5,3,3362,,NA,750000
Beverly Hills,Condo/Twh,2,2.5,,1500,,NA,1350000
Beverly Hills,Condo/Twh,2,2.5,,1617,,NA,1230000
Beverly Hills,Condo/Twh,2,2.5,,1910,,NA,1275000
Beverly Hills,Condo/Twh,2,2.5,,1961,,NA,1295000
Beverly Hills,Condo/Twh,2,2.5,,2512,,NA,1750000
Beverly Hills,Condo/Twh,2,2.5,,2526,,NA,1500000
Beverly Hills,Condo/Twh,2,2.5,,2662,,NA,1695000
Beverly Hills,Condo/Twh,2,2.5,,2759,,NA,2195000
Beverly Hills,Condo/Twh,2,3,,1856,,NA,1999000
Beverly Hills,Condo/Twh,2,3,,2210,,NA,1299999
Beverly Hills,Condo/Twh,2,3,,2283,,NA,1395000
Beverly Hills,Condo/Twh,2,3,3,1857,,NA,1350000
Beverly Hills,Condo/Twh,3,2.5,,2265,,NA,1500000
Beverly Hills,Condo/Twh,3,2.5,,2265,,NA,1650000
Beverly Hills,Condo/Twh,3,2.5,,2285,,NA,1500000
Beverly Hills,Condo/Twh,3,2.5,,2659,,NA,1875000
Beverly Hills,Condo/Twh,3,3,,2028,,NA,1395000
Beverly Hills,Condo/Twh,3,3,,2058,,NA,1250000
Beverly Hills,Condo/Twh,3,3,,2593,,NA,1395000
Beverly Hills,Condo/Twh,3,3,3,2120,,NA,1285000
Beverly Hills,Condo/Twh,3,3,3,2236,,NA,1185000
Beverly Hills,Condo/Twh,3,3.5,,2314,,NA,2295000
Beverly Hills,Condo/Twh,3,3.5,,3014,Y,NA,6150000
Beverly Hills,Condo/Twh,3,3.5,,3233,,NA,1949000
Beverly Hills,Condo/Twh,3,3.5,,3314,,NA,2595000
Beverly Hills,Condo/Twh,3,3.5,,3411,,NA,2290000
Beverly Hills,Condo/Twh,3,3.5,,3411,,NA,2490000
Beverly Hills,Condo/Twh,3,3.5,,3411,,NA,4995000
Beverly Hills,Condo/Twh,3,3.5,,3865,Y,NA,8850000
Beverly Hills,Condo/Twh,4,3.5,,2083,,NA,1190000
Beverly Hills,Condo/Twh,4,3.5,,3387,,NA,1990000
Beverly Hills,Condo/Twh,4,4,,3039,,NA,1395000
Beverly Hills,Condo/Twh,4,4.5,,3200,,NA,3995000
Beverly Hills,Condo/Twh,4,4.5,,4695,Y,NA,11650000
Beverly Hills,SFR,2,1,,1345,,NA,1595000
Beverly Hills,SFR,2,2,,1344,,NA,1199000
Beverly Hills,SFR,2,2,,1788,Y,NA,1595000
Beverly Hills,SFR,2,2,,1822,Y,NA,1750000
Beverly Hills,SFR,2,2,,2239,Y,NA,1699000
Beverly Hills,SFR,2,2,,2274,,NA,5.00E+06
Beverly Hills,SFR,2,2,2,1631,,NA,1195000
Beverly Hills,SFR,2,2.5,,2471,Y,NA,2850000
Beverly Hills,SFR,3,1,,1439,,NA,1995000
Beverly Hills,SFR,3,2,,1660,,NA,1400000
Beverly Hills,SFR,3,2,,1670,,NA,1349000
Beverly Hills,SFR,3,2,,1690,,NA,1250000
Beverly Hills,SFR,3,2,,1700,,NA,1295000
Beverly Hills,SFR,3,2,,1768,,NA,1199000
Beverly Hills,SFR,3,2,,1817,,NA,1590000
Beverly Hills,SFR,3,2,,1818,,NA,1620000
Beverly Hills,SFR,3,2,,1850,,NA,1525000
Beverly Hills,SFR,3,2,,1895,Y,NA,1925000
Beverly Hills,SFR,3,2,,2545,Y,NA,1750000
Beverly Hills,SFR,3,2,2,1690,,NA,1250000
Beverly Hills,SFR,3,2,2,2121,,NA,1425000
Beverly Hills,SFR,3,2.5,,1528,,NA,1675000
Beverly Hills,SFR,3,2.5,,1641,,NA,1799000
Beverly Hills,SFR,3,2.5,,3352,,NA,1499000
Beverly Hills,SFR,3,3,,1730,,NA,1199000
Beverly Hills,SFR,3,3,,2134,,NA,1850000
Beverly Hills,SFR,3,3,,2162,Y,NA,1449000
Beverly Hills,SFR,3,3,,2205,,NA,1599999
Beverly Hills,SFR,3,3,,2209,Y,NA,1295000
Beverly Hills,SFR,3,3,,2234,Y,NA,2.00E+06
Beverly Hills,SFR,3,3,,2468,Y,NA,2995000
Beverly Hills,SFR,3,3,,2470,Y,NA,1749000
Beverly Hills,SFR,3,3,,2560,,NA,1650000
Beverly Hills,SFR,3,3,,2930,Y,NA,2195000
Beverly Hills,SFR,3,3,,3111,Y,NA,2595000
Beverly Hills,SFR,3,3,,3192,Y,NA,2800000
Beverly Hills,SFR,3,3,,3227,Y,NA,1695000
Beverly Hills,SFR,3,3,,4019,Y,NA,1749000
Beverly Hills,SFR,3,3,1,2797,,NA,1695000
Beverly Hills,SFR,3,3,2,1789,,NA,1395000
Beverly Hills,SFR,3,3,2,2428,,NA,1600000
Beverly Hills,SFR,3,3.5,,2736,Y,NA,1469900
Beverly Hills,SFR,3,3.5,,2850,Y,NA,2095000
Beverly Hills,SFR,3,3.5,,3000,Y,NA,2995000
Beverly Hills,SFR,3,3.5,,3234,,NA,2349000
Beverly Hills,SFR,3,3.5,,3773,Y,NA,4295000
Beverly Hills,SFR,3,3.5,,4169,,NA,1990000
Beverly Hills,SFR,3,4,,2616,Y,NA,1995000
Beverly Hills,SFR,3,4.5,,3985,Y,NA,3950000
Beverly Hills,SFR,4,2,,1937,,NA,1595000
Beverly Hills,SFR,4,3,,2032,Y,NA,1275000
Beverly Hills,SFR,4,3,,2076,,NA,1250000
Beverly Hills,SFR,4,3,,2550,,NA,1799000
Beverly Hills,SFR,4,3,,2598,,NA,1579000
Beverly Hills,SFR,4,3,,2629,,NA,2349000
Beverly Hills,SFR,4,3,,3089,,NA,1750000
Beverly Hills,SFR,4,3,,3130,Y,NA,1600000
Beverly Hills,SFR,4,3,,3216,Y,NA,2395000
Beverly Hills,SFR,4,3,,3380,,NA,2395000
Beverly Hills,SFR,4,3.5,,2450,,NA,1349000
Beverly Hills,SFR,4,3.5,,2512,Y,NA,2295000
Beverly Hills,SFR,4,3.5,,2833,Y,NA,1795000
Beverly Hills,SFR,4,3.5,,3238,Y,NA,2400000
Beverly Hills,SFR,4,3.5,,3730,Y,NA,5500000
Beverly Hills,SFR,4,3.5,,4000,Y,NA,4999000
Beverly Hills,SFR,4,3.5,,4840,Y,NA,4795000
Beverly Hills,SFR,4,3.5,,5011,Y,NA,3950000
Beverly Hills,SFR,4,4,,2472,Y,NA,3895000
Beverly Hills,SFR,4,4,,2642,,NA,1825000
Beverly Hills,SFR,4,4,,2848,Y,NA,1949000
Beverly Hills,SFR,4,4,,3000,,NA,2695000
Beverly Hills,SFR,4,4,,3053,,NA,1495000
Beverly Hills,SFR,4,4,,3060,Y,NA,2995000
Beverly Hills,SFR,4,4,,3254,Y,NA,3200000
Beverly Hills,SFR,4,4,,3321,,NA,2395000
Beverly Hills,SFR,4,4,,3584,,NA,1679000
Beverly Hills,SFR,4,4,,3701,Y,NA,2595000
Beverly Hills,SFR,4,4,2,3577,Y,NA,2775000
Beverly Hills,SFR,4,4,2,3938,,NA,4500000
Beverly Hills,SFR,4,4,3,3039,,NA,1750000
Beverly Hills,SFR,4,4,3,3598,,NA,3500000
Beverly Hills,SFR,4,4.5,,2661,,NA,1899000
Beverly Hills,SFR,4,4.5,,2773,,NA,2050000
Beverly Hills,SFR,4,4.5,,3375,,NA,3795000
Beverly Hills,SFR,4,4.5,,3602,Y,NA,2895000
Beverly Hills,SFR,4,4.5,,4033,,NA,1322343
Beverly Hills,SFR,4,4.5,,4200,,NA,1890000
Beverly Hills,SFR,4,4.5,,4449,,NA,5495000
Beverly Hills,SFR,4,4.5,,5316,Y,NA,2995000
Beverly Hills,SFR,4,4.5,,5868,Y,NA,7995000
Beverly Hills,SFR,4,5,,3265,,NA,2499000
Beverly Hills,SFR,4,5,,3297,,NA,2899000
Beverly Hills,SFR,4,5,,3330,Y,NA,1995000
Beverly Hills,SFR,4,5,,4238,Y,NA,4295000
Beverly Hills,SFR,4,5,,5500,Y,NA,8395000
Beverly Hills,SFR,4,5,,6230,,NA,1750000
Beverly Hills,SFR,4,5,,7187,Y,NA,1.60E+07
Beverly Hills,SFR,4,5,2,1789,,NA,1800000
Beverly Hills,SFR,4,5,2,3773,,NA,2195000
Beverly Hills,SFR,4,5,2,5354,,NA,3850000
Beverly Hills,SFR,4,5,2,5450,Y,NA,3195000
Beverly Hills,SFR,4,5.5,,4043,,NA,1459000
Beverly Hills,SFR,4,5.5,,4897,Y,NA,1995000
Beverly Hills,SFR,4,5.5,,5074,Y,NA,2999000
Beverly Hills,SFR,4,6,,5873,,NA,3975000
Beverly Hills,SFR,4,6,,7000,Y,NA,4800000
Beverly Hills,SFR,4,6,,8000,Y,NA,7800000
Beverly Hills,SFR,4,6.5,3,6416,Y,NA,5595000
Beverly Hills,SFR,4,7,,6350,Y,NA,8700000
Beverly Hills,SFR,5,4,,2950,Y,NA,1649000
Beverly Hills,SFR,5,4,,3003,Y,NA,2999000
Beverly Hills,SFR,5,4,,3119,,NA,1999000
Beverly Hills,SFR,5,4,,3892,Y,NA,2495000
Beverly Hills,SFR,5,4,,4032,Y,NA,5400000
Beverly Hills,SFR,5,4,2,4584,,NA,1988000
Beverly Hills,SFR,5,4,3,4446,Y,NA,2695000
Beverly Hills,SFR,5,4.5,,3497,Y,NA,1349000
Beverly Hills,SFR,5,4.5,,3569,,NA,2695000
Beverly Hills,SFR,5,4.5,,3800,Y,NA,1999000
Beverly Hills,SFR,5,4.5,,4000,Y,NA,3995000
Beverly Hills,SFR,5,4.5,,4718,,NA,2495000
Beverly Hills,SFR,5,4.5,2,4000,,NA,4250000
Beverly Hills,SFR,5,5,,3934,Y,NA,3995000
Beverly Hills,SFR,5,5,,4016,,NA,2695000
Beverly Hills,SFR,5,5,,5831,,NA,1995000
Beverly Hills,SFR,5,5,3,2810,,NA,4199000
Beverly Hills,SFR,5,5.5,,3100,Y,NA,3695000
Beverly Hills,SFR,5,5.5,,3556,Y,NA,2495000
Beverly Hills,SFR,5,5.5,,3642,Y,NA,2250000
Beverly Hills,SFR,5,5.5,,3912,,NA,2775000
Beverly Hills,SFR,5,5.5,,4532,Y,NA,3395000
Beverly Hills,SFR,5,5.5,,5183,,NA,2875000
Beverly Hills,SFR,5,5.5,,5600,Y,NA,3950000
Beverly Hills,SFR,5,5.5,,7224,Y,NA,9.00E+06
Beverly Hills,SFR,5,5.5,,7234,,NA,4925000
Beverly Hills,SFR,5,6,,3764,Y,NA,3395000
Beverly Hills,SFR,5,6,,5458,Y,NA,3349000
Beverly Hills,SFR,5,6,,6083,Y,NA,9850000
Beverly Hills,SFR,5,6,,6138,Y,NA,6899000
Beverly Hills,SFR,5,6,,6300,Y,NA,1.00E+07
Beverly Hills,SFR,5,6,,6758,Y,NA,4995000
Beverly Hills,SFR,5,6,3,5292,Y,NA,4100000
Beverly Hills,SFR,5,6.5,,5000,Y,NA,2995000
Beverly Hills,SFR,5,6.5,,6350,Y,NA,7950000
Beverly Hills,SFR,5,6.5,,6917,Y,NA,4750000
Beverly Hills,SFR,5,6.5,,8662,Y,NA,4949000
Beverly Hills,SFR,5,6.5,3,6682,,NA,4200000
Beverly Hills,SFR,5,6.75,,5721,Y,NA,8400000
Beverly Hills,SFR,5,7,,4097,Y,NA,2799000
Beverly Hills,SFR,5,7,,5234,Y,NA,3495000
Beverly Hills,SFR,5,7,,6300,,NA,6995000
Beverly Hills,SFR,5,7,,7500,Y,NA,7995000
Beverly Hills,SFR,5,7,,7989,Y,NA,8495000
Beverly Hills,SFR,5,7,,9000,Y,NA,11900000
Beverly Hills,SFR,5,7,,9000,Y,NA,11900000
Beverly Hills,SFR,5,7,,9163,Y,NA,9799000
Beverly Hills,SFR,5,7,2,6598,Y,NA,3500000
Beverly Hills,SFR,5,8,,11000,Y,NA,8795000
Beverly Hills,SFR,5,8,,14609,Y,NA,21500000
Beverly Hills,SFR,5,8,4+,9243,,NA,1.00E+07
Beverly Hills,SFR,6,3.75,,3314,Y,NA,1249000
Beverly Hills,SFR,6,5,,5367,Y,NA,6499000
Beverly Hills,SFR,6,5,,6500,Y,NA,7995000
Beverly Hills,SFR,6,5.5,,11000,Y,NA,6995000
Beverly Hills,SFR,6,6,,4242,Y,NA,2600000
Beverly Hills,SFR,6,6.5,,7256,Y,NA,7995000
Beverly Hills,SFR,6,6.5,,7577,,NA,6895000
Beverly Hills,SFR,6,6.5,,8679,Y,NA,7990000
Beverly Hills,SFR,6,7,,5004,Y,NA,2450000
Beverly Hills,SFR,6,7,,7493,Y,NA,6650000
Beverly Hills,SFR,6,7.5,,5000,Y,NA,4795000
Beverly Hills,SFR,6,7.5,,10020,,NA,5495000
Beverly Hills,SFR,6,7.5,,10500,Y,NA,10800000
Beverly Hills,SFR,6,7.5,,11000,Y,NA,16995000
Beverly Hills,SFR,6,7.5,,11000,Y,NA,16995000
Beverly Hills,SFR,6,8,,7311,Y,NA,5495000
Beverly Hills,SFR,6,8,,8000,Y,NA,4395000
Beverly Hills,SFR,6,8.5,2,4555,Y,NA,5995000
Beverly Hills,SFR,6,9,,7500,,NA,12750000
Beverly Hills,SFR,6,9,,7624,Y,NA,12750000
Beverly Hills,SFR,6,11,,16217,,NA,2.10E+07
Beverly Hills,SFR,7,7,,7057,Y,NA,4695000
Beverly Hills,SFR,7,7,,13638,Y,NA,19995000
Beverly Hills,SFR,7,7.5,,7413,Y,NA,11995000
Beverly Hills,SFR,7,7.5,,8000,Y,NA,5950000
Beverly Hills,SFR,7,7.5,,10138,Y,NA,11995000
Beverly Hills,SFR,7,8.5,3,7950,Y,NA,4950000
Beverly Hills,SFR,7,9.5,,13900,Y,NA,15900000
Beverly Hills,SFR,7,11,,9955,Y,NA,5499000
Beverly Hills,SFR,8,9.5,,11531,Y,NA,12950000
Beverly Hills,SFR,8,11,,13000,,NA,24500000
Beverly Hills,SFR,8,11,,13000,Y,NA,24500000
Beverly Hills,SFR,8,12,,17000,Y,NA,19500000
Beverly Hills,SFR,9,9,,12000,Y,NA,10995000
Beverly Hills,SFR,9,9,,15000,Y,NA,1.40E+07
Beverly Hills,SFR,10,14,,28000,,NA,89950000
Beverly Hills,SFR,12,21,,22798,Y,NA,3.50E+07
Beverly Hills,SFR,17,30,,25243,Y,NA,6.00E+07
Santa Monica,,1,1,2,868,,NA,649000
Santa Monica,,1,1,NA,906,,NA,874000
Santa Monica,,2,2,NA,1235,,NA,1700000
Santa Monica,Condo/Twh,0,1,NA,443,,NA,445000
Santa Monica,Condo/Twh,1,1,1,800,,NA,499000
Santa Monica,Condo/Twh,1,1,NA,427,,NA,320000
Santa Monica,Condo/Twh,1,1,NA,504,,NA,359000
Santa Monica,Condo/Twh,1,1,NA,515,,NA,368000
Santa Monica,Condo/Twh,1,1,NA,521,,NA,342253
Santa Monica,Condo/Twh,1,1,NA,544,,NA,372800
Santa Monica,Condo/Twh,1,1,NA,556,,NA,380000
Santa Monica,Condo/Twh,1,1,NA,570,,NA,499000
Santa Monica,Condo/Twh,1,1,NA,574,,NA,395000
Santa Monica,Condo/Twh,1,1,NA,576,,NA,599000
Santa Monica,Condo/Twh,1,1,NA,598,,NA,349000
Santa Monica,Condo/Twh,1,1,NA,618,,NA,224900
Santa Monica,Condo/Twh,1,1,NA,620,,NA,475000
Santa Monica,Condo/Twh,1,1,NA,621,,NA,539000
Santa Monica,Condo/Twh,1,1,NA,640,,NA,429000
Santa Monica,Condo/Twh,1,1,NA,650,,NA,275000
Santa Monica,Condo/Twh,1,1,NA,663,,NA,448000
Santa Monica,Condo/Twh,1,1,NA,665,,NA,448000
Santa Monica,Condo/Twh,1,1,NA,665,,NA,448000
Santa Monica,Condo/Twh,1,1,NA,665,,NA,478000
Santa Monica,Condo/Twh,1,1,NA,678,,NA,495000
Santa Monica,Condo/Twh,1,1,NA,679,,NA,439000
Santa Monica,Condo/Twh,1,1,NA,693,,NA,498000
Santa Monica,Condo/Twh,1,1,NA,758,,NA,475000
Santa Monica,Condo/Twh,1,1,NA,868,,NA,450000
Santa Monica,Condo/Twh,1,1,NA,955,,NA,449900
Santa Monica,Condo/Twh,1,1,NA,997,,NA,435000
Santa Monica,Condo/Twh,1,1.5,NA,1610,,NA,1049000
Santa Monica,Condo/Twh,2,1,NA,772,,NA,629000
Santa Monica,Condo/Twh,2,1,NA,783,,NA,275000
Santa Monica,Condo/Twh,2,1,NA,842,,NA,542000
Santa Monica,Condo/Twh,2,1,NA,940,,NA,489000
Santa Monica,Condo/Twh,2,1,NA,945,,NA,519000
Santa Monica,Condo/Twh,2,1,NA,1057,,NA,580000
Santa Monica,Condo/Twh,2,1,NA,1072,,NA,599000
Santa Monica,Condo/Twh,2,1.5,NA,932,,NA,525000
Santa Monica,Condo/Twh,2,1.5,NA,955,,NA,359000
Santa Monica,Condo/Twh,2,1.5,NA,1000,,NA,619000
Santa Monica,Condo/Twh,2,1.75,NA,1037,,NA,574000
Santa Monica,Condo/Twh,2,1.75,NA,1262,,NA,799000
Santa Monica,Condo/Twh,2,1.75,NA,1265,,NA,674000
Santa Monica,Condo/Twh,2,2,2,955,,NA,319900
Santa Monica,Condo/Twh,2,2,2,989,,NA,665000
Santa Monica,Condo/Twh,2,2,2,1014,,NA,279900
Santa Monica,Condo/Twh,2,2,2,1050,,NA,999000
Santa Monica,Condo/Twh,2,2,2,1285,,NA,799000
Santa Monica,Condo/Twh,2,2,2,1337,,NA,680000
Santa Monica,Condo/Twh,2,2,2,1437,,NA,650000
Santa Monica,Condo/Twh,2,2,2,1750,,NA,650000
Santa Monica,Condo/Twh,2,2,NA,804,,NA,699000
Santa Monica,Condo/Twh,2,2,NA,906,,NA,559000
Santa Monica,Condo/Twh,2,2,NA,924,,NA,459900
Santa Monica,Condo/Twh,2,2,NA,934,,NA,520000
Santa Monica,Condo/Twh,2,2,NA,953,,NA,364900
Santa Monica,Condo/Twh,2,2,NA,1013,,NA,615000
Santa Monica,Condo/Twh,2,2,NA,1019,,NA,539000
Santa Monica,Condo/Twh,2,2,NA,1019,,NA,588000
Santa Monica,Condo/Twh,2,2,NA,1072,,NA,599000
Santa Monica,Condo/Twh,2,2,NA,1257,,NA,575000
Santa Monica,Condo/Twh,2,2,NA,1305,,NA,849000
Santa Monica,Condo/Twh,2,2,NA,1396,,NA,1698000
Santa Monica,Condo/Twh,2,2,NA,1446,,NA,759000
Santa Monica,Condo/Twh,2,2,NA,1490,,NA,1580000
Santa Monica,Condo/Twh,2,2,NA,1541,,NA,1895000
Santa Monica,Condo/Twh,2,2,NA,1605,,NA,749000
Santa Monica,Condo/Twh,2,2.5,2,1390,,NA,815000
Santa Monica,Condo/Twh,2,2.5,2,1469,,NA,845000
Santa Monica,Condo/Twh,2,2.5,2,1740,,NA,898000
Santa Monica,Condo/Twh,2,2.5,2,1777,,NA,1295000
Santa Monica,Condo/Twh,2,2.5,NA,1187,,NA,599000
Santa Monica,Condo/Twh,2,2.5,NA,1252,,NA,699000
Santa Monica,Condo/Twh,2,2.5,NA,1283,,NA,599000
Santa Monica,Condo/Twh,2,2.5,NA,1315,,NA,689000
Santa Monica,Condo/Twh,2,2.5,NA,1400,,NA,819000
Santa Monica,Condo/Twh,2,2.5,NA,1400,,NA,899000
Santa Monica,Condo/Twh,2,2.5,NA,1401,,NA,489000
Santa Monica,Condo/Twh,2,2.5,NA,1550,,NA,869000
Santa Monica,Condo/Twh,2,2.5,NA,1600,,NA,869000
Santa Monica,Condo/Twh,2,2.5,NA,1600,,NA,939000
Santa Monica,Condo/Twh,2,2.5,NA,1620,,NA,699000
Santa Monica,Condo/Twh,2,2.5,NA,1652,,NA,649000
Santa Monica,Condo/Twh,2,2.5,NA,1653,,NA,799000
Santa Monica,Condo/Twh,2,2.5,NA,1800,,NA,1095000
Santa Monica,Condo/Twh,2,2.5,NA,1817,,NA,1229000
Santa Monica,Condo/Twh,2,2.5,NA,1916,,NA,1895000
Santa Monica,Condo/Twh,2,2.5,NA,1942,,NA,1525000
Santa Monica,Condo/Twh,2,2.5,NA,2312,,NA,1195000
Santa Monica,Condo/Twh,2,3,2,1400,,NA,819000
Santa Monica,Condo/Twh,2,3,2,1443,,NA,625000
Santa Monica,Condo/Twh,2,3,2,1757,,NA,1495000
Santa Monica,Condo/Twh,2,3,2,1800,,NA,1285000
Santa Monica,Condo/Twh,2,3,2,1870,,NA,819000
Santa Monica,Condo/Twh,2,3,NA,828,,NA,569000
Santa Monica,Condo/Twh,2,3,NA,1187,,NA,585000
Santa Monica,Condo/Twh,2,3,NA,1383,,NA,629000
Santa Monica,Condo/Twh,2,3,NA,1414,,NA,548000
Santa Monica,Condo/Twh,2,3,NA,1438,,NA,750000
Santa Monica,Condo/Twh,2,3,NA,1482,,NA,729000
Santa Monica,Condo/Twh,2,3,NA,1672,,NA,599000
Santa Monica,Condo/Twh,2,3,NA,1772,,NA,1350000
Santa Monica,Condo/Twh,2,3,NA,1857,,NA,1089000
Santa Monica,Condo/Twh,2,3,NA,2902,,NA,3480000
Santa Monica,Condo/Twh,2,3,NA,3140,,NA,3098000
Santa Monica,Condo/Twh,3,1.75,2,1480,,NA,749000
Santa Monica,Condo/Twh,3,1.75,NA,1728,,NA,779000
Santa Monica,Condo/Twh,3,2,NA,1158,,NA,649000
Santa Monica,Condo/Twh,3,2,NA,1341,,NA,599000
Santa Monica,Condo/Twh,3,2,NA,1460,,NA,699000
Santa Monica,Condo/Twh,3,2,NA,1465,,NA,599000
Santa Monica,Condo/Twh,3,2.5,2,1539,,NA,825000
Santa Monica,Condo/Twh,3,2.5,2,1948,,NA,849000
Santa Monica,Condo/Twh,3,2.5,2,2358,,NA,1149000
Santa Monica,Condo/Twh,3,2.5,NA,1338,,NA,749000
Santa Monica,Condo/Twh,3,2.5,NA,1609,,NA,839000
Santa Monica,Condo/Twh,3,2.5,NA,1718,,NA,899000
Santa Monica,Condo/Twh,3,2.5,NA,1757,,NA,999000
Santa Monica,Condo/Twh,3,2.5,NA,1926,,NA,1875000
Santa Monica,Condo/Twh,3,2.5,NA,2348,,NA,895000
Santa Monica,Condo/Twh,3,2.5,NA,2694,,NA,1995000
Santa Monica,Condo/Twh,3,3,2,1729,,NA,995000
Santa Monica,Condo/Twh,3,3,2,1757,,NA,995000
Santa Monica,Condo/Twh,3,3,NA,1737,,NA,718000
Santa Monica,Condo/Twh,3,3,NA,1744,,NA,1300000
Santa Monica,Condo/Twh,3,3,NA,1774,,NA,950000
Santa Monica,Condo/Twh,3,3,NA,2618,,NA,1099900
Santa Monica,Condo/Twh,3,3.5,NA,1600,,NA,975000
Santa Monica,Condo/Twh,3,3.5,NA,2023,,NA,828000
Santa Monica,Condo/Twh,3,3.5,NA,2210,,NA,3495000
Santa Monica,Condo/Twh,3,3.5,NA,4148,,NA,6125000
Santa Monica,Condo/Twh,3,4,2,2200,,NA,889000
Santa Monica,Condo/Twh,3,4,2,2372,,NA,999000
Santa Monica,Condo/Twh,3,4,3,2372,,NA,1199000
Santa Monica,SFR,1,1,NA,720,,NA,939900
Santa Monica,SFR,2,1,1,760,,NA,699900
Santa Monica,SFR,2,1,1,1032,,NA,682000
Santa Monica,SFR,2,1,2,1200,,NA,1690000
Santa Monica,SFR,2,1,NA,779,,NA,1365000
Santa Monica,SFR,2,1,NA,864,,NA,750000
Santa Monica,SFR,2,1,NA,869,,NA,685000
Santa Monica,SFR,2,1,NA,904,,NA,1150000
Santa Monica,SFR,2,1,NA,938,,NA,695000
Santa Monica,SFR,2,1,NA,940,,NA,799900
Santa Monica,SFR,2,1,NA,966,,NA,899000
Santa Monica,SFR,2,1,NA,972,,NA,845000
Santa Monica,SFR,2,1,NA,1011,,NA,845000
Santa Monica,SFR,2,1,NA,1100,,NA,799000
Santa Monica,SFR,2,1,NA,1120,,NA,974000
Santa Monica,SFR,2,1,NA,1281,,NA,769000
Santa Monica,SFR,2,1,NA,1368,,NA,1475000
Santa Monica,SFR,2,1,NA,3800,,NA,2395000
Santa Monica,SFR,2,1.5,NA,1456,,NA,899000
Santa Monica,SFR,2,1.5,NA,1669,,NA,1695000
Santa Monica,SFR,2,1.75,NA,1328,,NA,995000
Santa Monica,SFR,2,1.75,NA,1400,,NA,2650000
Santa Monica,SFR,2,2,2,916,,NA,785000
Santa Monica,SFR,2,2.75,NA,2354,Y,NA,1650000
Santa Monica,SFR,3,1,NA,876,,NA,815000
Santa Monica,SFR,3,1,NA,1306,,NA,999000
Santa Monica,SFR,3,1.5,NA,1279,,NA,850000
Santa Monica,SFR,3,2,NA,1183,,NA,850000
Santa Monica,SFR,3,2,NA,1199,,NA,924000
Santa Monica,SFR,3,2,NA,1229,,NA,899000
Santa Monica,SFR,3,2,NA,1419,,NA,769500
Santa Monica,SFR,3,2,NA,1668,,NA,1050000
Santa Monica,SFR,3,2,NA,1728,,NA,1395000
Santa Monica,SFR,3,2,NA,1754,,NA,949000
Santa Monica,SFR,3,2,NA,2099,Y,NA,1595000
Santa Monica,SFR,3,2.5,NA,3455,,NA,1999000
Santa Monica,SFR,3,3,3,1527,,NA,1299000
Santa Monica,SFR,3,3,NA,1732,,NA,999000
Santa Monica,SFR,3,3,NA,1850,,NA,1359000
Santa Monica,SFR,3,3,NA,2416,,NA,1700000
Santa Monica,SFR,3,3,NA,2948,,NA,2500000
Santa Monica,SFR,3,3.5,NA,2304,,NA,5250000
Santa Monica,SFR,3,4.5,2,2942,,NA,1699000
Santa Monica,SFR,3,4.5,2,4292,,NA,2999999
Santa Monica,SFR,3,4.5,NA,3817,Y,NA,7900000
Santa Monica,SFR,4,1.75,NA,1518,,NA,1249000
Santa Monica,SFR,4,2.75,NA,2100,,NA,1125000
Santa Monica,SFR,4,3,NA,3668,Y,NA,1850000
Santa Monica,SFR,4,3.5,2,3250,,NA,2650000
Santa Monica,SFR,4,4,2,3061,,NA,1650000
Santa Monica,SFR,4,4,NA,3012,,NA,1399000
Santa Monica,SFR,4,4,NA,3400,Y,NA,2095000
Santa Monica,SFR,4,4.5,NA,3668,,NA,1949000
Santa Monica,SFR,4,5.5,NA,4558,,NA,3250000
Santa Monica,SFR,5,3.5,2,2803,Y,NA,2499900
Santa Monica,SFR,5,4,NA,3000,,NA,2895000
Santa Monica,SFR,5,4,NA,3800,,NA,3499000
