Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
9/25/22,AQS,370630015,3,7.3,ug/m3 LC,30,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
9/26/22,AQS,370630015,3,4.6,ug/m3 LC,19,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
9/27/22,AQS,370630015,3,4.6,ug/m3 LC,19,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
9/28/22,AQS,370630015,3,4.6,ug/m3 LC,19,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
9/29/22,AQS,370630015,3,3.8,ug/m3 LC,16,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
9/30/22,AQS,370630015,3,2.4,ug/m3 LC,10,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/1/22,AQS,370630015,3,3.5,ug/m3 LC,15,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/2/22,AQS,370630015,3,1.2,ug/m3 LC,5,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/3/22,AQS,370630015,3,3.3,ug/m3 LC,14,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/4/22,AQS,370630015,3,2.8,ug/m3 LC,12,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/5/22,AQS,370630015,3,3.8,ug/m3 LC,16,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/6/22,AQS,370630015,3,6.2,ug/m3 LC,26,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/7/22,AQS,370630015,3,8.2,ug/m3 LC,34,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/8/22,AQS,370630015,3,9.6,ug/m3 LC,40,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/9/22,AQS,370630015,3,7.7,ug/m3 LC,32,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/10/22,AQS,370630015,3,7.8,ug/m3 LC,33,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/14/22,AQS,370630015,3,5.7,ug/m3 LC,24,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/15/22,AQS,370630015,3,10.2,ug/m3 LC,43,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/16/22,AQS,370630015,3,13.8,ug/m3 LC,55,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/17/22,AQS,370630015,3,10.8,ug/m3 LC,45,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/22/22,AQS,370630015,3,11.6,ug/m3 LC,48,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/23/22,AQS,370630015,3,9.7,ug/m3 LC,40,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/24/22,AQS,370630015,3,6.8,ug/m3 LC,28,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/25/22,AQS,370630015,3,10.7,ug/m3 LC,45,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/26/22,AQS,370630015,3,13.2,ug/m3 LC,53,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/27/22,AQS,370630015,3,3.3,ug/m3 LC,14,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/28/22,AQS,370630015,3,5.3,ug/m3 LC,22,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/29/22,AQS,370630015,3,5.6,ug/m3 LC,23,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/30/22,AQS,370630015,3,6.6,ug/m3 LC,28,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
10/31/22,AQS,370630015,3,9.1,ug/m3 LC,38,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/1/22,AQS,370630015,3,5.8,ug/m3 LC,24,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/2/22,AQS,370630015,3,7.1,ug/m3 LC,30,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/3/22,AQS,370630015,3,11,ug/m3 LC,46,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/4/22,AQS,370630015,3,8.7,ug/m3 LC,36,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/5/22,AQS,370630015,3,8,ug/m3 LC,33,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/6/22,AQS,370630015,3,5.5,ug/m3 LC,23,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/7/22,AQS,370630015,3,7.7,ug/m3 LC,32,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/8/22,AQS,370630015,3,5.3,ug/m3 LC,22,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/9/22,AQS,370630015,3,3.7,ug/m3 LC,15,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/10/22,AQS,370630015,3,5.5,ug/m3 LC,23,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/11/22,AQS,370630015,3,1.1,ug/m3 LC,5,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/12/22,AQS,370630015,3,3.9,ug/m3 LC,16,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/13/22,AQS,370630015,3,2.4,ug/m3 LC,10,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/14/22,AQS,370630015,3,5.2,ug/m3 LC,22,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/15/22,AQS,370630015,3,3.9,ug/m3 LC,16,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/16/22,AQS,370630015,3,1.2,ug/m3 LC,5,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/18/22,AQS,370630015,3,7.3,ug/m3 LC,30,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/19/22,AQS,370630015,3,10.9,ug/m3 LC,45,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/20/22,AQS,370630015,3,6.5,ug/m3 LC,27,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/21/22,AQS,370630015,3,9.3,ug/m3 LC,39,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/22/22,AQS,370630015,3,8.6,ug/m3 LC,36,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/23/22,AQS,370630015,3,9.5,ug/m3 LC,40,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/24/22,AQS,370630015,3,10.4,ug/m3 LC,43,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/25/22,AQS,370630015,3,8,ug/m3 LC,33,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/26/22,AQS,370630015,3,6.3,ug/m3 LC,26,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/27/22,AQS,370630015,3,8.3,ug/m3 LC,35,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/28/22,AQS,370630015,3,2.1,ug/m3 LC,9,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/29/22,AQS,370630015,3,5.7,ug/m3 LC,24,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
11/30/22,AQS,370630015,3,5.2,ug/m3 LC,22,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/1/22,AQS,370630015,3,3.1,ug/m3 LC,13,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/2/22,AQS,370630015,3,6.8,ug/m3 LC,28,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/3/22,AQS,370630015,3,7.1,ug/m3 LC,30,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/4/22,AQS,370630015,3,4,ug/m3 LC,17,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/5/22,AQS,370630015,3,8.2,ug/m3 LC,34,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/6/22,AQS,370630015,3,8.9,ug/m3 LC,37,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/7/22,AQS,370630015,3,10.5,ug/m3 LC,44,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/8/22,AQS,370630015,3,5.8,ug/m3 LC,24,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/9/22,AQS,370630015,3,5,ug/m3 LC,21,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/10/22,AQS,370630015,3,5,ug/m3 LC,21,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/11/22,AQS,370630015,3,7.5,ug/m3 LC,31,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/12/22,AQS,370630015,3,7.9,ug/m3 LC,33,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/13/22,AQS,370630015,3,7.4,ug/m3 LC,31,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/14/22,AQS,370630015,3,11.4,ug/m3 LC,48,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/15/22,AQS,370630015,3,3.9,ug/m3 LC,16,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/16/22,AQS,370630015,3,3.4,ug/m3 LC,14,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/17/22,AQS,370630015,3,8.2,ug/m3 LC,34,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/18/22,AQS,370630015,3,5.1,ug/m3 LC,21,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/19/22,AQS,370630015,3,5.2,ug/m3 LC,22,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/20/22,AQS,370630015,3,9,ug/m3 LC,38,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/21/22,AQS,370630015,3,10.1,ug/m3 LC,42,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/22/22,AQS,370630015,3,3.7,ug/m3 LC,15,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/23/22,AQS,370630015,3,3.2,ug/m3 LC,13,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/24/22,AQS,370630015,3,6,ug/m3 LC,25,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/25/22,AQS,370630015,3,4.6,ug/m3 LC,19,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/26/22,AQS,370630015,3,5.5,ug/m3 LC,23,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/27/22,AQS,370630015,3,10.8,ug/m3 LC,45,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/28/22,AQS,370630015,3,15.7,ug/m3 LC,59,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/29/22,AQS,370630015,3,14.4,ug/m3 LC,56,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/30/22,AQS,370630015,3,12,ug/m3 LC,50,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
12/31/22,AQS,370630015,3,11.9,ug/m3 LC,50,Durham Armory,1,100,88101,PM2.5 - Local Conditions,20500,"Durham-Chapel Hill, NC",37,North Carolina,63,Durham,36.032955,-78.904037
