,GEOID,county state,name,state,individual income,POPULATION SIZE,white,african american,age,age under 5,age 85 plus,age 18 plus,age 65 plus,travel time,household size,family size,one unit structure,two unit structure,mobile and other,individual income 25 plus,hs grad,college grad,total households,spanish speaking,indo european language,api language,non euro api,limited english,poverty,poverty 18,poverty 65,household income mean,per capita income,household income median,veterans,unemployment 20 64,uninsured,uninsured 6,uninsured 19,uninsured 65,computers,smartphones,broadband
1726,31139,"Pierce County, Nebraska",Pierce County, Nebraska,36189,7312,95.3,0.4,39.7,7.1,2.1,74.6,19.6,21.3,2.52,3.05,3.6,3.3,78.5,44837,94.4,22.9,2859,1.4,0.3,0.2,0,1,NA,NA,NA,88305,35469,75938,6.8,2.3,6.2,3.1,3,1,73.3,83.2,86.8
1727,31141,"Platte County, Nebraska",Platte County, Nebraska,41394,34358,79.6,0.8,38.4,6.8,2.7,73.3,17.8,NA,2.53,3.19,14.3,5,72.5,45918,89.8,24.1,13398,16,0.7,0.3,0.3,4,NA,NA,NA,92116,37137,72335,5.4,2.5,6.9,1.1,2.6,1.3,76,85,87.3
1728,31143,"Polk County, Nebraska",Polk County, Nebraska,37111,5209,92.2,0.1,43.7,5.1,3.7,77.7,23.1,NA,2.49,3.09,5.7,2.9,81.6,49100,93.3,18.6,2058,3.7,0.8,0.7,0.5,0.5,NA,NA,NA,89903,36569,71771,8.2,1.2,7.4,10.1,7.7,0.2,74.9,85.9,85.4
1729,31145,"Red Willow County, Nebraska",Red Willow County, Nebraska,34747,10611,90.2,0.8,41.2,6.2,3.9,77.9,21,11.9,2.32,3.15,11.3,4.5,73.2,41216,95.3,26,4442,2.2,0.2,0.5,0.3,0.8,NA,NA,NA,83794,36390,60000,6.1,1.3,10.7,7.3,7,0,76.2,84.4,84.3
1730,31147,"Richardson County, Nebraska",Richardson County, Nebraska,32889,7797,91.6,1.2,45.9,5.1,4.1,78.3,24.4,19.6,2.15,2.79,5.9,1.3,74.5,40179,91.7,22.4,3563,1.1,0.3,0,0.2,0.2,NA,NA,NA,77469,35481,55578,6.7,2.8,7.9,14.1,5.5,0.1,67.2,75.7,82
1731,31149,"Rock County, Nebraska",Rock County, Nebraska,36827,1335,98.5,0.1,45.2,5.9,4,77.5,25.6,NA,2.21,2.68,2.6,5.7,75.8,42240,94.3,29,582,1.9,1,0,0,0.7,NA,NA,NA,84098,35740,57500,3.5,0.6,6.4,15.1,5.9,0,82.1,85.7,79.2
1732,31151,"Saline County, Nebraska",Saline County, Nebraska,37025,14642,72.8,0.5,37.4,6.7,2.4,74.2,15.5,NA,2.7,3.2,10.8,4.6,73.6,47858,79.8,20.1,5166,19.5,1.8,1.1,0,3.9,NA,NA,NA,90911,33299,77027,6.2,2.2,9.7,3.7,8.2,0,71.8,84.3,82.9
1733,31153,"Sarpy County, Nebraska",Sarpy County, Nebraska,49988,194051,81.7,4.1,35.5,6.7,1.3,73.3,12.5,21,2.66,3.15,19.6,0.9,70.6,60551,95.7,41.9,72661,6.6,1.9,2.2,0.6,1.2,5.2,5.2,6.3,121934,46140,101402,12.8,2.1,4.7,2,2.3,0.5,88.9,93,94.8
1734,31155,"Saunders County, Nebraska",Saunders County, Nebraska,43860,22761,94.1,0.7,40.4,6.2,2.4,75.1,18.2,NA,2.55,3.09,7.6,2.6,81.7,52990,96.1,30.3,8820,0.9,1.1,0.7,0,0,NA,NA,NA,106904,41922,89395,7.7,1.9,4.2,1.4,1.7,0.3,80.9,88.2,91.2
1735,31157,"Scotts Bluff County, Nebraska",Scotts Bluff County, Nebraska,35815,35937,79.7,0.6,39.8,6.3,3.4,75.7,20.4,NA,2.33,2.98,16.1,4.6,68.3,43142,89.5,25.9,15093,12.4,0.7,0.9,0.3,1.8,NA,NA,NA,78307,34209,60960,7.1,3.3,9.8,4.7,6.3,0.5,68.9,80.6,82.9
1736,31159,"Seward County, Nebraska",Seward County, Nebraska,38831,17636,95.2,0.7,37.6,5.5,2.6,76.5,17.8,20.6,2.46,2.9,12.8,1.4,72.1,52463,94.9,31.6,6645,3,1,0.7,0,0.3,NA,NA,NA,99411,38045,81122,6.6,1.4,5,2.9,5.3,0.1,80,87.1,88.9
1737,31161,"Sheridan County, Nebraska",Sheridan County, Nebraska,31836,5058,82.1,0.6,46.6,6.1,4.9,78.6,27.2,NA,2.31,2.74,5.3,7.8,69.8,39577,90,21.7,2122,2.7,1.4,1.5,0.8,0.5,NA,NA,NA,83528,37162,56900,9.8,1.4,11.9,10.3,9.9,0.7,71.4,77.9,83.4
1738,31163,"Sherman County, Nebraska",Sherman County, Nebraska,35590,2974,93.9,0.6,47.9,5.8,3.7,78.1,27.5,NA,2.26,2.88,3.9,7,76.4,41793,91.3,18.8,1294,2,1.8,0,0.1,0,NA,NA,NA,73202,32460,61935,7.4,2.5,5.9,2.4,4,0.3,64,78.4,77
1739,31165,"Sioux County, Nebraska",Sioux County, Nebraska,31181,1197,94.7,0.3,41.5,7.9,2.9,77.8,23.9,NA,2.62,3.22,3.3,7.4,56.5,38235,95.4,25.1,457,4.2,0,0,0,3.5,NA,NA,NA,73691,29650,54076,7.5,3.9,9,35,19.5,0,68.7,85.8,77.9
1740,31167,"Stanton County, Nebraska",Stanton County, Nebraska,39236,5835,91.1,0.2,42,5.7,3.4,75.9,20.2,22.5,2.52,3.15,5.8,3.3,77.3,45979,95.2,22.3,2289,2.5,0.9,0,0,0,NA,NA,NA,97831,38981,78275,7.6,0.1,5.4,5.4,6.6,0,73.3,80.7,82.5
1741,31169,"Thayer County, Nebraska",Thayer County, Nebraska,35109,4938,94.2,0.1,46.2,5.3,4.7,77.1,25,NA,2.31,2.95,5.7,1,75.6,40838,94.4,23,2082,2.7,1,0.5,0.1,1.2,NA,NA,NA,80688,34314,63095,7.2,2.9,6.4,9,5.2,0.2,71.6,83.3,86.2
1742,31171,"Thomas County, Nebraska",Thomas County, Nebraska,39063,626,88.2,1.3,45.1,3,0.2,83.4,33.1,NA,1.97,2.33,1.6,3.8,69.8,46458,93.1,26.9,318,3.8,0,0,0,3.8,NA,NA,NA,83742,42157,72708,7.7,0,4.5,0,13.5,0,82.1,96.9,92.5
1743,31173,"Thurston County, Nebraska",Thurston County, Nebraska,33317,6666,36.9,0.2,28.7,9.2,1.2,65.6,12.5,22.5,3.32,4.06,11.5,4.4,61.1,41621,92.4,20.2,1983,1.5,0.3,0.9,5.7,0.3,NA,NA,NA,78288,25128,64838,5.8,10,15.4,6.5,8.9,0.8,64.1,86.8,81.8
1744,31175,"Valley County, Nebraska",Valley County, Nebraska,38013,4094,96.3,0.1,45.4,5.7,2,77.7,24.7,NA,2.21,2.77,10.5,2.3,72.9,41329,94.4,27.6,1822,2.5,1.6,0.2,0.3,0.2,NA,NA,NA,86425,38033,58902,7.6,0.5,6,0.7,2.7,0,70.4,82.1,81.1
1745,31177,"Washington County, Nebraska",Washington County, Nebraska,46747,20989,94.7,0.2,42.6,5.5,1.8,75.8,18.9,NA,2.48,3.02,10.9,3.1,82.2,64435,95.9,36.5,8391,2.9,1.2,0.1,0.1,0,NA,NA,NA,112711,46114,90188,7.4,2,4.5,4.3,4.3,0.6,84.7,89.4,92.4
1746,31179,"Wayne County, Nebraska",Wayne County, Nebraska,32093,9786,89.7,1,31.6,4.9,2.5,79.8,16.3,NA,2.24,2.76,17.5,2.2,68,45009,95.1,29.4,3762,6.3,0.7,1.7,0.1,0.2,NA,NA,NA,80553,31864,67687,4.1,1,5.1,6,5.6,0.3,84.3,89.7,89.3
1747,31181,"Webster County, Nebraska",Webster County, Nebraska,36436,3385,93.6,0.1,44.6,5.4,3,77.2,22.5,NA,2.2,2.63,7.3,2.2,81.3,43140,93.9,21.9,1503,3.3,0.7,0.3,0.2,0,NA,NA,NA,84246,35259,65197,8.2,0.8,5.8,1.8,3.2,0,76.2,86.7,90
1748,31183,"Wheeler County, Nebraska",Wheeler County, Nebraska,37366,785,97.3,0,59.9,9.6,4.3,83.4,32.2,NA,2.19,2.78,4.2,5.8,80.8,45884,97.8,29.6,359,3.9,0,0.3,0.8,1.1,NA,NA,NA,83605,39076,55893,8.7,2,4.6,8.5,8.2,0,68.2,74.1,76
1749,31185,"York County, Nebraska",York County, Nebraska,36990,14231,90.3,1.2,39,6.2,2.6,76.7,20.1,13.8,2.4,2.95,15.9,2.6,74.6,45438,91.7,23.9,5589,4.1,2,0.6,0.1,0.2,NA,NA,NA,91015,36571,74058,6.8,1.3,4.9,7.8,4.7,1,78,87.6,91.8
1750,32001,"Churchill County, Nevada",Churchill County, Nevada,37259,25614,75.7,2.5,39.8,6.2,2.1,77.5,19.5,NA,2.58,3.33,12.4,17.2,68.1,47645,92,18.6,9728,7,1,2.7,0.8,0.7,NA,NA,NA,91460,37304,73268,15.3,5.8,8.8,2.7,5.9,0.8,78.5,87.8,88.5
1751,32003,"Clark County, Nevada",Clark County, Nevada,37743,2293764,47.1,12.1,38.3,5.8,1.3,77.5,15.6,25.2,2.68,3.32,29.3,2.8,57,45653,86.8,27.3,847378,21.2,3.7,8.9,1.6,6.3,13.2,18.1,10.6,101010,38654,73845,7.9,7,12.1,6.5,8.3,1.6,81.4,91.9,90.5
1752,32005,"Douglas County, Nevada",Douglas County, Nevada,43448,49624,81.9,0.1,54.2,3.5,3,84.6,31.6,NA,2.34,2.71,9.5,7.3,78.4,52311,93.7,32.1,21096,8.9,2.5,1,0.5,0.7,NA,NA,NA,122321,52915,88018,11.5,3.1,5.9,4,7.1,0.5,85.8,88.8,93.4
1753,32007,"Elko County, Nevada",Elko County, Nevada,42810,53852,69.6,0.9,35.4,6.8,0.8,73.2,12.7,NA,2.71,3.31,14,25.2,70.4,53660,87.2,17.5,19546,17.2,1.4,1.6,1.2,2.3,11,14.5,10.7,101551,39474,83427,6.9,4.4,8.9,8.4,5.5,0.9,74.7,89.2,88.4
1754,32009,"Esmeralda County, Nevada",Esmeralda County, Nevada,23204,962,88.5,0.3,55.8,2.7,0.9,90.9,26.5,NA,1.94,2.7,29.8,27.6,47.7,42557,77.3,24.1,493,11.2,0,2.6,0,2.8,NA,NA,NA,59957,31096,NA,11.7,0,6.9,0,6.8,0,84.8,54.6,91.9
1755,32011,"Eureka County, Nevada",Eureka County, Nevada,36375,1660,84.7,0.1,50.1,5.5,2.5,79.3,23.1,NA,2.63,3.18,3.8,62.2,85.4,62331,95.5,18.1,630,1.9,0,0.3,1.1,1.1,NA,NA,NA,81005,32518,73095,5.9,0,10.4,0,7.1,7,75.1,90.5,90.5
1756,32013,"Humboldt County, Nevada",Humboldt County, Nevada,39760,17299,72.3,0.7,37.6,6.7,1.1,73.8,16.1,29,2.45,3.08,10.4,33.2,73.6,56856,87.2,19.8,6997,18.1,0.2,0.8,1.7,4.6,NA,NA,NA,95024,37798,79946,7.9,5,8,5.8,6.2,0.6,69.9,89.1,88.4
1757,32015,"Lander County, Nevada",Lander County, Nevada,40605,5745,82.1,2.5,37.3,5.1,1.2,72.9,13.2,23,2.48,2.89,11.1,47.9,66.9,63487,89.2,16.6,2296,14.8,0.7,0.6,0.7,2.7,NA,NA,NA,96037,38889,84474,5.5,9.3,5.1,2.3,2.2,0,75.5,92.9,95.2
1758,32017,"Lincoln County, Nevada",Lincoln County, Nevada,42317,4452,85.6,4.2,43.6,3.7,1,78,18.9,NA,2.47,3.14,6,12.5,73.7,55897,94.1,19,1626,3.3,0,0,1.2,0,NA,NA,NA,87631,35524,69496,15.7,2,10.2,0,7.9,0,73.7,81.4,80.9
1759,32019,"Lyon County, Nevada",Lyon County, Nevada,38105,60630,77,1.2,42.9,5.2,1.4,79.2,21.7,NA,2.58,3.07,6.9,17.9,76.6,47841,87.7,17.2,23423,12.9,1.8,1.4,0.4,1.5,11,11.6,13,92100,37349,73460,12.5,6.5,9,7.6,7.9,1.4,80.2,89.3,91.1
1760,32021,"Mineral County, Nevada",Mineral County, Nevada,30140,4557,59.6,2.9,41.9,7.5,2.3,77.3,27,NA,2.58,3.26,1.7,20.2,74,42738,90.7,11.5,1732,11.4,0.1,0.1,4.2,0,NA,NA,NA,62799,26359,50584,15.8,5.6,9,3.4,11.2,0.9,76.6,84.3,84.5
1761,32023,"Nye County, Nevada",Nye County, Nevada,30570,53207,75.3,2.6,52.4,4.1,2.4,83.6,31,NA,2.38,2.9,7.3,32,75.2,42301,86.7,12.7,21943,8.5,3.2,2.2,0.3,1.7,15.5,19.7,12.5,76468,32336,55975,16.2,9.9,9.2,6.7,8.3,0.8,75,85.2,80.8
1762,32027,"Pershing County, Nevada",Pershing County, Nevada,33467,6505,73.5,4.2,40.9,4.7,2.1,83.2,16.6,NA,2.54,3.18,9.4,48.5,74.3,42694,85.6,9.3,1847,16.2,0,0.5,0.8,0.8,NA,NA,NA,84862,26884,72007,8.3,6.9,8.8,3.8,6.8,2.9,72.3,85.5,88.5
1763,32029,"Storey County, Nevada",Storey County, Nevada,45708,4139,87.7,1.9,56.8,3.1,2.5,88.4,39,NA,2.2,2.84,0,15.3,97.4,51398,89.9,31.6,1874,3.9,2.2,1.1,0,1.1,NA,NA,NA,110274,50554,96000,13.9,7.2,4.6,0,0,0,87.1,90,94.1
1764,32031,"Washoe County, Nevada",Washoe County, Nevada,42464,491770,65.5,2.4,38.9,5.4,1.6,79,17.3,NA,2.48,3.02,29.3,5.7,59.5,50283,88.7,33.2,195725,15.2,3.1,4,0.6,2.9,10.7,12.2,9.9,116699,46857,85600,7.8,4.4,9.7,5.4,6.7,0.9,84,91.4,90.3
1765,32033,"White Pine County, Nevada",White Pine County, Nevada,38706,8856,77.5,7,41.7,3.5,1.2,81.4,19.9,NA,2.18,2.68,7,17.9,77.5,57342,88.3,14.2,3407,4.8,0.9,0.6,0.7,0.3,NA,NA,NA,79648,30635,72294,9.6,5,4.5,0,4.5,0,64.3,78.5,85
1766,32510,"Carson City, Nevada",Carson City, Nevada,38021,58364,72,2,42.1,5.1,2.6,79.8,20.8,21.3,2.36,2.92,23.9,8.4,63.2,43662,89.1,24.5,23652,17.6,1.8,2.2,0.5,2.2,11.1,14.9,10,93302,38222,71809,9.2,3.7,10.8,6.7,5.7,0.1,79.2,86.4,90
1767,33001,"Belknap County, New Hampshire",Belknap County, New Hampshire,41699,64300,93.8,0.6,48.3,4,2.5,82.3,23.4,25.7,2.42,2.94,17.2,7.6,78.7,52079,93.8,32.6,26118,1.1,3.2,1,0,0.2,NA,NA,NA,111450,47000,87983,10.2,2.6,6.1,3.3,3.8,0.4,83.2,87.4,90.2
1768,33003,"Carroll County, New Hampshire",Carroll County, New Hampshire,39905,51259,94.8,0.5,54.2,3.4,2.2,84.9,30.1,NA,2.29,2.83,12.9,6.5,81.2,48401,95.6,38.8,22096,1.3,3,0.4,0.3,0.1,NA,NA,NA,109531,49562,82961,9.1,4.9,6.7,3.6,4.2,0,84.4,86.4,90.6
1769,33005,"Cheshire County, New Hampshire",Cheshire County, New Hampshire,40435,76945,92.5,0.8,43.5,4.5,2.7,82.1,21.6,23.7,2.39,2.9,23.9,5.6,70.3,50681,94,35.3,30519,1,2.5,0.4,0.4,0.1,8.9,10.2,8.2,101172,41683,81001,8.2,2.9,5.9,2.7,3.7,0.1,79.6,85.4,90.2
1770,33007,"Coos County, New Hampshire",Coos County, New Hampshire,33227,31386,94.3,1.7,49.9,3.7,2.5,84,25.2,NA,2.12,2.65,22.8,9.5,74,40590,89.5,20.2,13818,1.3,10.3,0.4,0.1,0.8,NA,NA,NA,82759,36850,58439,10.2,3.6,7,4,4.4,0.2,75.5,79.5,86.3
1771,33009,"Grafton County, New Hampshire",Grafton County, New Hampshire,39900,91759,88.9,1.3,44,3.8,2.8,84.1,22.5,NA,2.35,2.93,24.5,7.3,71,51808,93.9,44.8,36107,1,5.4,2.2,0.4,0.6,10.1,10.4,10.2,118425,49835,84021,7.5,2.3,6,0.7,2.1,0.2,84.3,83.3,88.1
1772,33011,"Hillsborough County, New Hampshire",Hillsborough County, New Hampshire,48872,424732,83.3,2.6,41,5.1,1.8,80.1,16.7,27.1,2.48,3.04,34.3,1.9,67.5,60336,93,40.6,167732,5.5,7.5,2.5,1.2,2.7,6.5,8.1,6.7,128567,52243,100436,7.1,3.1,6,3.4,4,0.7,85,90.3,92.6
1773,33013,"Merrimack County, New Hampshire",Merrimack County, New Hampshire,44963,155018,91.4,1.6,42.6,4.5,1.9,81.4,19.3,NA,2.46,2.94,25.8,6.9,73.5,56860,93.7,38.1,60445,2,4.1,1.1,0.6,0.6,7.1,6.9,6.1,119046,47056,93944,8.1,3.2,4.9,2.4,3.2,0.1,83.9,87.8,91.1
1774,33015,"Rockingham County, New Hampshire",Rockingham County, New Hampshire,53883,317163,91.4,0.9,44.8,4.5,1.8,81.2,19.5,29.1,2.49,2.97,21.5,4.7,78.6,67495,96.1,44.8,126588,2.9,4.4,1.5,0.6,0.5,4.8,5.1,5.6,145728,59710,113927,7.9,3.2,4.4,2.4,3.2,0.1,88.3,91.2,94.4
1775,33017,"Strafford County, New Hampshire",Strafford County, New Hampshire,41569,131743,89,1.2,37.9,4.5,1.9,82.1,16.5,25.8,2.39,2.88,30.4,8.7,67,57405,94.7,38.5,51684,1.7,3.4,1.8,0.5,1.1,8.8,6.4,10.1,110178,44406,86564,7.7,3.6,5.8,3.3,3.7,1.1,85,88.3,91.7
1776,33019,"Sullivan County, New Hampshire",Sullivan County, New Hampshire,38238,43529,92.3,0.9,47.3,4.5,2.6,82,23.1,NA,2.66,3.3,18.5,8.8,74.8,50384,91.1,30.5,16079,0.5,1.8,0.6,0.2,0.1,NA,NA,NA,102029,41921,75929,9.3,2.2,6.4,7.8,3.7,0.1,78.9,85.6,86.1
1777,34001,"Atlantic County, New Jersey",Atlantic County, New Jersey,37211,274704,58.1,13.9,42.2,5.2,1.9,79,19.3,25.3,2.47,3.04,27.3,3.2,67.8,47105,88.9,31.2,108712,15,6.8,4.1,1.1,5.3,13.1,18.3,10,105691,41448,76819,5.5,7.6,7.5,2.2,3.4,1.5,79.1,87.7,90.4
1778,34003,"Bergen County, New Jersey",Bergen County, New Jersey,56875,954717,58.8,5.7,42.1,5.1,2.4,79,17.8,31.3,2.67,3.19,39.7,0.4,65.4,71772,92.9,52.6,353307,17.6,12.2,12.8,3,8.5,6.7,7.5,8.3,169191,62986,123715,3.2,5.2,6.2,2.8,3.2,1.3,87.1,91.8,94
1779,34005,"Burlington County, New Jersey",Burlington County, New Jersey,51361,464226,66,16.5,41.7,5.1,2.2,79.3,17.9,29.3,2.58,3.15,19.2,1,75.7,64361,94.4,42,176046,5.9,5.6,3.7,1.3,2.1,6.8,9.4,7,136507,53077,105271,6.8,4.7,3.8,2.2,2.7,0.3,86.9,90.7,94.1
1780,34007,"Camden County, New Jersey",Camden County, New Jersey,42632,524042,56.4,18.9,38.8,6,1.8,77.2,16.2,28,2.58,3.21,27,0.5,65,54876,89.8,35.3,200569,13.7,4.3,3.7,1.2,4.8,12.2,17.1,11.1,114657,44380,86384,5,6.6,6.4,3.2,3.5,0.5,80.7,89.1,91.2
1781,34009,"Cape May County, New Jersey",Cape May County, New Jersey,46140,95236,87,3.4,51.4,4.3,2.7,82.7,28.6,22.7,2.11,2.56,19.6,3.1,79.3,55860,94.6,37.4,44369,4.9,3.7,0.7,0.2,1.6,8.7,11,4.8,119743,54325,88046,7.4,5.5,5.6,2.9,2.6,0.2,82.5,88.8,91.5
1782,34011,"Cumberland County, New Jersey",Cumberland County, New Jersey,32527,152915,52,18.1,37.6,6.2,2,75.6,15.6,NA,2.68,3.26,19.9,4.9,65.6,40967,81.3,17.9,53341,26.5,3.3,1,0.5,6.9,16.3,23.5,12.7,94856,33587,64499,4.8,7.2,10.2,4,3.8,0.2,70.6,84.6,87.5
1783,34013,"Essex County, New Jersey",Essex County, New Jersey,40892,854130,33.2,36.9,37.7,6.3,1.8,76.3,14,34,2.62,3.31,58.8,0.2,44.5,52841,86.8,37.9,317473,20.7,12.3,3.2,4.3,10.1,15,20,15.2,127323,48021,76712,2.7,8.1,11.6,3.7,6.2,1.8,76.1,89.7,87.8
1784,34015,"Gloucester County, New Jersey",Gloucester County, New Jersey,48348,304504,77.1,10.7,40.1,5,1.8,78.6,16.5,28.9,2.67,3.18,15.9,2.4,79.4,63315,94,35.8,111796,6.2,4.2,1.8,0.8,1.6,7.6,8.5,7.6,127093,47760,102807,6.2,4.6,4.2,1.1,1.9,0.3,85.1,90.3,91.9
1785,34017,"Hudson County, New Jersey",Hudson County, New Jersey,48890,710478,37,12.2,35.8,6.5,1.4,80,12.4,35.5,2.38,3.02,84.4,0.1,31.2,62725,87.9,47.9,295552,33.4,12.5,9.3,3.6,13.2,14.8,21.2,19.5,130880,53998,90032,1.8,5.6,11.2,2.5,5.1,2.9,82,91.8,91.1
1786,34019,"Hunterdon County, New Jersey",Hunterdon County, New Jersey,62922,129448,83.7,2.6,46.2,4.4,2.4,80.8,20.1,33.6,2.52,2.98,13.4,0.2,84.8,80981,95.8,56.5,50322,6.5,7.3,2.6,0.9,1.4,3.8,3.2,4.9,182668,71070,139453,4.6,4.1,2.9,1.8,1.8,0.7,90.5,91,94.2
1787,34021,"Mercer County, New Jersey",Mercer County, New Jersey,45642,383286,49.8,19.2,39.2,5.6,2,78.1,15.7,27.6,2.58,3.2,31,0.4,61.9,60087,89.9,44.9,141464,17.2,10.2,5.9,1.8,7.7,11.1,13.8,10.2,138732,52101,96333,3.6,5.9,7.6,3.3,4.7,1,80.4,90.2,90.2
1788,34023,"Middlesex County, New Jersey",Middlesex County, New Jersey,48861,861535,44.2,10.4,39.4,5.4,1.9,78.4,15.8,31.9,2.74,3.23,34.8,0.9,63.5,63389,89.3,45.1,305610,18.7,17.2,10.5,2.8,8.7,8.5,10.4,8.8,138274,49417,109028,3.2,5.9,7.1,3.2,4.3,1.6,84.8,91.2,93.1
1789,34025,"Monmouth County, New Jersey",Monmouth County, New Jersey,55863,643615,76.2,6.2,43.2,5,2.2,79,18.6,32.8,2.55,3.12,22.6,1,75.4,72159,94.2,50.6,250195,8.4,8.7,3.2,1.1,3.4,6.4,7.1,7,168016,65545,122727,4.2,5,5.2,3.4,3.8,0.4,86.7,90.5,93.2
1790,34027,"Morris County, New Jersey",Morris County, New Jersey,61709,510375,71,3.3,42.7,5,2.5,79.2,17.8,30.1,2.61,3.17,26,0.2,73.9,78302,95.1,57.2,191840,12.1,10,5.8,1.1,4.6,5.1,5.6,6.5,181402,69226,134929,3.5,5,4.7,2.5,3.2,0.5,89.2,91.9,94.7
1791,34029,"Ocean County, New Jersey",Ocean County, New Jersey,42412,646434,85,3,41.4,7.3,3,75.1,22.4,30.7,2.65,3.31,13,2.3,80.2,56855,93.3,33.7,241521,6.3,5.8,1.4,1.8,1.7,10.4,16.4,7.5,115709,43900,86411,6.4,5.2,4.2,1.4,1.8,0.5,82,83.1,87.6
1792,34031,"Passaic County, New Jersey",Passaic County, New Jersey,39456,518289,46.7,10.6,38.1,6.4,1.9,76.3,15.5,27.3,2.86,3.4,51.8,0.3,52.8,50042,85.1,30.3,177964,36,9,2.9,3.5,13.8,13.7,20.8,12.6,116257,40241,87137,2.8,7.5,12.1,3.9,5.6,2.1,76.6,90.1,91.5
1793,34033,"Salem County, New Jersey",Salem County, New Jersey,40675,64973,74.1,14.2,41.9,5.5,2.6,78.1,18.9,NA,2.55,3.21,15.2,3.4,71.3,52014,90.1,24,24881,7.2,1.9,1,0.2,2.5,12.8,20.4,7.2,99663,39397,78412,6.5,7.3,5.1,0.7,1.3,0.5,78.1,85.8,88.7
1794,34035,"Somerset County, New Jersey",Somerset County, New Jersey,61459,346203,54.1,9.6,41.9,5,2.2,78.6,16.6,31.5,2.64,3.17,26.3,0.2,74.5,77950,93.8,57.4,129459,12.9,13.2,9.7,1.7,5.6,5.5,7.3,6.1,186372,70321,135960,3.5,4.5,5.7,2.6,3.9,1.1,90.3,93.2,95.4
1795,34037,"Sussex County, New Jersey",Sussex County, New Jersey,54220,145117,84.8,2.3,44.1,4.7,1.7,80.4,18.4,36.3,2.5,2.95,12.9,0.7,84.9,68332,95.4,40,57328,7.5,5.3,1.3,0.6,1.3,5.4,7.4,5.9,143320,56471,114316,4.9,4.9,3.5,2.9,3.2,0.1,88.3,91.5,94
1796,34039,"Union County, New Jersey",Union County, New Jersey,46065,572549,41.7,20.5,39.1,6.2,1.9,76.5,14.8,30.7,2.81,3.29,44,0.2,57.6,57932,86.3,38.6,201663,29,13.2,3.4,2.4,12.4,8.9,11.8,9.1,145621,51850,100117,2.8,5.9,12.4,6.2,7.1,2.3,81.6,90.6,92.2
1797,34041,"Warren County, New Jersey",Warren County, New Jersey,47225,110238,80.1,5.5,43.9,4.6,2.2,80.6,19,NA,2.41,2.96,19.6,0.8,74.3,59405,94,36.4,44943,8.5,6,1.7,1.3,2,8.1,10,6.5,117781,48232,99596,5.6,5.2,4.7,2.8,3,0.5,83.2,89.1,91.3
1798,35001,"Bernalillo County, New Mexico",Bernalillo County, New Mexico,36568,674357,54.8,3,39.3,5,2.1,79.3,17.8,22.9,2.34,3.07,23.9,5.4,64.3,46719,90.4,37.4,283609,24.5,2.5,1.9,2.3,3.9,15.8,20.5,12.7,90528,39234,66514,8.1,5.1,8.6,4.4,5.4,1.2,79.9,90.1,88.2
1799,35003,"Catron County, New Mexico",Catron County, New Mexico,27639,3685,85.1,0.4,62.6,0.5,9.4,90.4,44.5,NA,2.12,2.94,0.2,32.2,87.7,33292,97.6,20.7,1645,24.6,1.6,0,0,0.9,NA,NA,NA,57834,29980,46439,17.6,8.9,8.1,0,0,3.2,75.1,54.2,64.9
1800,35005,"Chaves County, New Mexico",Chaves County, New Mexico,27447,64446,63.9,1.5,36.9,6.1,2,75,16.2,NA,2.62,3.24,10.9,14.2,68.7,38234,80.9,18.2,23605,37.3,0.7,0.7,0.2,3.9,22.3,30.3,16.5,73075,28273,52029,7.1,5.3,9.4,7,4.9,0.7,68.4,82.3,78.2
1801,35006,"Cibola County, New Mexico",Cibola County, New Mexico,25458,27059,35.3,2.1,38.4,5.8,1.3,76.7,17.5,22.9,3.05,3.84,10,19,70.5,39111,85.4,18.8,8353,20.4,0.4,0.6,24.4,3.3,27.6,41.1,18.9,68361,25032,51765,8.2,8.2,12.4,0,3.1,0,58.4,81,73.2
1802,35007,"Colfax County, New Mexico",Colfax County, New Mexico,29918,12336,67.7,0.6,49.1,4,3.7,82.2,28.4,NA,2.16,2.82,6.5,16.8,72,32368,90.5,24,5413,23.6,1.1,0.1,1.2,2,NA,NA,NA,66582,31126,52690,9,3.3,7.8,6.8,6.4,0,65.5,78.8,78.2
1803,35009,"Curry County, New Mexico",Curry County, New Mexico,32247,47932,58.1,5.6,31.9,7.8,1.5,73.3,12.8,NA,2.54,3.29,13.4,7.7,61.3,41215,82.2,21.3,18471,30.2,0.7,1.3,0.1,3.2,20.9,25.2,16.7,72630,28959,56259,11.8,8.1,8.9,1.2,4.9,0.6,71.9,87.7,87.9
1804,35011,"De Baca County, New Mexico",De Baca County, New Mexico,35063,1580,39.2,0.1,35.1,10.3,3.2,75.8,23.9,8.3,2.15,3.32,4.5,20.4,69.1,29453,87.7,8.3,727,40.6,3.2,0,0,0.4,NA,NA,NA,57939,29840,40804,3.8,12,10,0,3.7,0,58.5,63,76.6
1805,35013,"Doña Ana County, New Mexico",Doña Ana County, New Mexico,29033,221665,48.9,1.7,34,5.8,1.9,76.5,16.8,22.4,2.59,3.24,17.2,18,65.3,38754,82.7,31.4,83530,49.9,1.4,1.1,0.8,11.3,22.2,28.7,14.5,74338,28726,55663,7.7,6.6,11,3.8,4.6,1.3,75.4,89.4,88.2
